Event	id_r	id_phi	id_eta	phi	phiB	quality	bx	pt
1013	2	4	-1	-892	-25	5	0	19.3077
1014	4	6	-2	1476	-11	2	0	57.3655
1014	2	7	-2	-652	-12	5	0	57.3655
1014	3	7	-2	-662	-8	6	0	57.3655
1015	4	12	-1	-1006	-3	6	0	67.0897
1016	4	2	-2	-508	-2	6	0	92.6093
1016	1	2	-1	-490	-7	6	0	92.6093
1017	2	6	-2	348	-1	6	0	163.615
1017	3	6	-2	345	8	2	0	163.615
1017	4	6	-2	343	-17	2	0	163.615
1017	1	6	-1	353	-19	2	0	163.615
1018	3	11	2	917	1	6	0	109.237
1019	1	5	0	1009	-9	6	0	90.6692
1019	3	5	0	994	-4	6	0	90.6692
1019	4	5	0	992	-1	6	0	90.6692
1020	2	10	1	-163	-2	5	0	140.218
1020	3	10	1	-168	-1	6	0	140.218
1020	4	10	1	-171	-30	2	0	140.218
1021	2	5	-2	-127	-2	6	0	187.803
1021	3	5	-2	-130	2	6	0	187.803
1021	4	5	-2	-131	2	6	0	187.803
1021	1	5	-1	-123	-2	6	0	187.803
1022	4	6	-2	1501	1	6	0	128.857
1022	2	7	-1	-636	-3	5	0	128.857
1022	3	7	-1	-641	-2	6	0	128.857
1023	1	4	0	-160	-5	6	0	154.042
1023	2	4	0	-166	-5	5	0	154.042
1023	3	4	0	-169	-1	5	0	154.042
1023	4	4	0	-171	21	2	0	154.042
1024	1	11	1	863	-31	2	0	136.949
1024	3	11	2	850	-2	6	0	136.949
1024	4	12	2	-1297	-11	2	0	136.949
1025	4	7	2	1111	-2	6	0	190.898
1025	2	8	2	-1030	2	3	0	190.898
1026	1	11	0	-302	-5	6	0	199.421
1026	2	11	0	-288	109	4	0	199.421
1026	3	11	0	-310	-1	6	0	199.421
1026	4	11	0	-310	-1	6	0	199.421
1027	4	4	-1	-1213	-1	6	0	148.692
1028	3	12	-2	-30	-11	6	0	21.5557
1028	4	12	-2	-40	-3	6	0	21.5557
1028	1	12	-1	42	-33	5	0	21.5557
1028	2	12	-1	4	-25	2	0	21.5557
1029	2	2	-2	724	-14	3	0	40.3862
1029	3	2	-2	711	-6	6	0	40.3862
1030	1	5	-1	425	-39	6	0	21.1534
1030	2	5	-1	378	-33	5	0	21.1534
1030	3	5	-1	343	-17	6	0	21.1534
1030	4	5	-1	328	-10	6	0	21.1534
1031	4	5	-2	1218	0	5	0	119.661
1031	1	5	-1	1226	-6	6	0	119.661
1032	1	10	-1	833	-11	6	0	53.1792
1032	2	10	-1	820	-1	2	0	53.1792
1032	3	10	-1	808	-5	6	0	53.1792
1032	4	10	-1	803	-2	6	0	53.1792
1033	1	6	0	802	-4	6	0	113.401
1033	2	6	0	795	-23	2	0	113.401
1034	2	9	0	-891	-1	6	0	198.668
1035	2	5	1	701	-36	3	0	78.8337
1035	3	5	1	695	-2	6	0	78.8337
1035	4	5	1	693	-2	6	0	78.8337
1036	1	5	0	532	-7	6	0	114.514
1036	2	5	0	526	0	5	0	114.514
1037	3	1	1	336	-11	6	0	24.0789
1037	4	1	1	327	-3	6	0	24.0789
1038	4	6	0	1514	-1	6	0	123.322
1038	2	7	0	-622	-5	6	0	123.322
1038	3	7	0	-627	-1	6	0	123.322
1039	1	9	1	-514	13	3	0	175.613
1039	2	9	1	-517	-4	6	0	175.613
1039	3	9	1	-483	298	2	0	175.613
1039	4	9	1	-521	-11	2	0	175.613
1040	1	2	-1	-229	-11	5	0	67.7755
1040	2	2	-1	-244	-7	6	0	67.7755
1040	3	2	-1	-255	-6	5	0	67.7755
1040	4	2	-1	-259	-2	5	0	67.7755
1041	1	3	1	135	1	6	0	193.301
1041	2	3	1	131	-5	4	0	193.301
1041	3	3	1	127	10	2	0	193.301
1041	4	3	2	125	-1	5	0	193.301
1042	2	2	2	-758	-32	3	0	97.2079
1042	3	2	2	-762	-3	6	0	97.2079
1042	4	2	2	-765	-1	6	0	97.2079
1043	1	8	0	1078	-3	6	0	142.427
1043	3	8	0	1069	-2	6	0	142.427
1043	4	8	0	1068	-5	6	0	142.427
1043	2	9	0	-1071	-3	6	0	142.427
1044	1	3	1	144	-35	6	0	19.9608
1044	2	3	1	103	-23	6	0	19.9608
1044	3	3	1	73	-17	5	0	19.9608
1044	4	3	1	57	-12	6	0	19.9608
1046	1	9	2	-128	-9	3	0	27.2604
1046	2	9	2	-152	-18	6	0	27.2604
1046	3	9	2	-173	-10	6	0	27.2604
1047	1	3	0	160	-31	5	0	21.266
1047	3	3	0	97	-12	2	0	21.266
1048	1	7	0	547	-3	6	0	125.679
1048	2	7	0	540	-2	6	0	125.679
1048	3	7	0	536	-16	2	0	125.679
1048	4	7	0	533	10	2	0	125.679
1049	1	12	1	317	-2	6	0	197.806
1049	3	12	1	308	-1	5	0	197.806
1049	4	12	2	307	-1	4	0	197.806
1050	2	2	-2	476	-5	6	0	77.7111
1051	2	1	1	148	-18	2	0	80.2223
1051	3	1	1	140	-6	5	0	80.2223
1051	4	1	1	139	0	6	0	80.2223
1052	3	4	1	745	-17	3	0	158.661
1052	4	4	1	744	-3	6	0	158.661
1053	1	7	1	155	-5	5	0	160.074
1053	2	7	1	149	-4	6	0	160.074
1053	3	7	1	145	-1	5	0	160.074
1054	1	10	-1	1202	-16	5	0	69.2681
1054	4	10	-1	1188	1	6	0	69.2681
1054	2	11	-1	-951	-8	5	0	69.2681
1055	1	8	0	319	-5	6	0	117.261
1055	2	8	0	312	-5	6	0	117.261
1055	3	8	0	308	-4	5	0	117.261
1055	4	8	0	304	-1	6	0	117.261
1056	1	4	0	-390	-11	5	0	103.252
1056	2	4	0	-398	-7	6	0	103.252
1056	3	4	0	-405	-4	4	0	103.252
1056	4	4	0	-407	-1	5	0	103.252
1057	1	9	0	624	-53	6	0	15.2443
1057	2	9	0	563	-36	6	0	15.2443
1057	3	9	0	519	-16	6	0	15.2443
1057	4	9	0	503	-6	6	0	15.2443
1058	1	6	0	-305	-4	6	0	177.694
1058	2	6	0	-310	-4	5	0	177.694
1058	3	6	0	-314	0	6	0	177.694
1059	2	12	-2	799	2	2	0	29.128
1059	3	12	-2	779	4	2	0	29.128
1060	1	2	0	690	-10	6	0	141.001
1060	2	2	0	683	-3	5	0	141.001
1060	3	2	0	678	0	5	0	141.001
1061	1	12	1	-590	-165	2	0	135.683
1061	2	12	1	-569	-2	6	0	135.683
1061	3	12	2	-573	0	6	0	135.683
1061	4	12	2	-575	-2	6	0	135.683
1062	1	9	1	1221	-3	6	0	169.4
1062	2	10	1	-927	-2	5	0	169.4
1062	4	10	2	-931	-10	2	0	169.4
1063	1	1	-2	1221	-3	3	0	111.755
1063	2	2	-2	-928	-1	6	0	111.755
1064	2	12	1	-899	-32	6	0	18.7212
1064	4	12	1	-952	-7	6	0	18.7212
1065	2	2	-2	-987	-3	3	0	72.9124
1065	4	2	-2	-995	1	6	0	72.9124
1065	1	1	-1	1166	-6	5	0	72.9124
1066	3	1	-2	-394	-5	6	0	87.9326
1066	4	1	-2	-397	-2	6	0	87.9326
1066	1	1	-1	-379	-7	6	0	87.9326
1066	2	1	-1	-386	23	2	0	87.9326
1067	2	2	2	-336	-12	6	0	42.0616
1067	3	2	2	-354	-10	6	0	42.0616
1068	4	2	-2	-1480	-3	5	0	138.146
1068	1	1	-1	678	-2	5	0	138.146
1068	2	1	-1	671	-1	6	0	138.146
1068	3	1	-1	638	-71	5	0	138.146
1069	3	3	-2	-777	1	6	0	195.57
1069	4	3	-2	-779	-1	4	0	195.57
1069	1	2	-1	710	-88	2	0	195.57
1069	2	3	-1	-774	-2	6	0	195.57
1070	1	2	1	771	-12	6	0	70.131
1070	2	2	1	758	-7	6	0	70.131
1070	3	2	1	751	-17	2	0	70.131
1070	4	3	1	-1397	-4	6	0	70.131
1071	1	3	1	578	-7	6	0	80.1489
1071	2	3	1	567	-5	5	0	80.1489
1071	3	3	1	560	-5	5	0	80.1489
1071	4	3	1	557	-1	5	0	80.1489
1071	4	4	1	-1586	0	5	0	80.1489
1072	2	11	-2	624	-5	6	0	124.994
1072	3	11	-2	619	-1	6	0	124.994
1073	3	8	-2	629	-2	6	0	83.6215
1073	4	8	-2	625	-5	5	0	83.6215
1073	1	8	-1	647	-9	6	0	83.6215
1074	4	1	-2	18	-2	6	0	88.3886
1074	1	1	-1	39	21	2	0	88.3886
1074	2	1	-1	27	-3	5	0	88.3886
1074	3	1	-1	21	-4	5	0	88.3886
1075	1	8	1	1061	-59	6	0	13.1075
1075	3	8	1	942	-66	2	0	13.1075
1075	4	8	2	919	-38	2	0	13.1075
1076	2	1	2	547	-3	6	0	129.033
1076	3	1	2	542	-2	6	0	129.033
1077	1	1	1	13	-6	6	0	130.473
1077	2	1	2	6	0	3	0	130.473
1077	3	1	2	3	0	6	0	130.473
1077	4	1	2	1	0	3	0	130.473
1078	2	2	-2	-423	-7	6	0	72.2114
1078	3	2	-2	-429	-3	6	0	72.2114
1079	1	9	0	1292	-12	2	0	101.305
1079	2	10	0	-859	-5	6	0	101.305
1080	2	11	0	-630	-4	6	0	184.082
1081	3	10	2	834	0	6	0	148.095
1082	3	6	-2	948	-6	6	0	67.4036
1082	4	6	-2	942	-2	6	0	67.4036
1082	1	6	-1	960	-55	5	0	67.4036
1083	1	1	1	-388	-25	6	0	35.5178
1083	2	1	1	-415	-17	6	0	35.5178
1083	3	1	1	-436	-11	6	0	35.5178
1084	2	1	0	-1085	-7	5	0	80.0466
1084	1	12	0	1073	-8	2	0	80.0466
1084	3	12	0	1052	-5	6	0	80.0466
1085	2	9	-2	-225	-3	4	0	110.755
1085	3	9	-2	-230	-6	6	0	110.755
1086	1	4	0	1225	-17	6	0	44.244
1086	2	5	0	-934	15	2	0	44.244
1087	3	12	-2	-189	-2	5	0	138.978
1087	4	12	-2	-191	3	5	0	138.978
1087	1	12	-1	-179	-3	3	0	138.978
1087	2	12	-1	-183	-6	6	0	138.978
1088	1	8	1	-535	-10	6	0	68.1142
1088	2	8	1	-568	-76	5	0	68.1142
1088	3	8	1	-558	-4	6	0	68.1142
1088	4	8	1	-562	-31	2	0	68.1142
1089	1	3	1	407	-67	6	0	11.0812
1089	2	3	1	329	-43	6	0	11.0812
1089	3	3	1	270	-28	4	0	11.0812
1089	4	3	1	252	3	6	0	11.0812
1090	1	5	1	357	-2	6	0	154.891
1090	2	5	1	352	-5	6	0	154.891
1090	3	5	1	348	-4	6	0	154.891
1091	4	2	-2	-87	-1	6	0	142.155
1091	1	2	-1	-76	-5	6	0	142.155
1091	2	2	-1	-81	-4	4	0	142.155
1092	1	4	2	-295	-40	3	0	33.3346
1092	2	4	2	-315	-15	6	0	33.3346
1092	3	4	2	-331	-4	6	0	33.3346
1093	1	12	-1	-182	-54	3	0	59.0288
1093	2	12	-1	-159	-6	5	0	59.0288
1093	3	12	-1	-169	-4	6	0	59.0288
1093	4	12	-1	-174	-4	5	0	59.0288
1094	4	10	-1	-1295	-4	6	0	28.6274
1094	1	9	0	904	-23	6	0	28.6274
1095	2	1	1	746	-6	5	0	92.0636
1095	3	1	1	740	-2	6	0	92.0636
1095	4	2	1	-1406	0	6	0	92.0636
1096	4	7	0	1326	0	6	0	199.933
1096	2	8	0	-815	25	3	0	199.933
1097	1	4	0	52	-6	6	0	182.8
1097	2	4	0	47	-5	2	0	182.8
1097	3	4	0	43	-3	6	0	182.8
1098	1	9	0	1199	0	3	0	142.62
1098	2	10	0	-948	-5	5	0	142.62
1098	4	10	0	-954	2	6	0	142.62
1099	4	5	-1	1158	0	6	0	158.972
1099	2	6	-1	-981	-4	6	0	158.972
1100	1	7	-1	449	-5	6	0	191.89
1100	2	7	-1	445	-4	5	0	191.89
1100	3	7	-1	442	1	6	0	191.89
1100	4	7	-1	440	1	6	0	191.89
1101	1	1	0	-189	-8	6	0	98.6585
1101	2	1	0	-200	-6	6	0	98.6585
1101	3	1	0	-207	-3	6	0	98.6585
1101	4	1	0	-211	-2	6	0	98.6585
1102	1	6	0	-432	-11	6	0	59.5862
1102	2	6	0	-447	-10	6	0	59.5862
1102	3	6	0	-458	-8	6	0	59.5862
1102	4	6	0	-463	-5	6	0	59.5862
1103	2	9	1	754	-7	6	0	74.9952
1103	3	9	1	744	-17	3	0	74.9952
1103	4	10	1	-1401	0	6	0	74.9952
1104	2	3	-2	-954	-17	5	0	32.4244
1104	4	3	-2	-970	1	5	0	32.4244
1104	1	2	-1	1217	-26	2	0	32.4244
1105	4	2	-2	82	-2	6	0	121.612
1105	1	2	-1	99	-7	6	0	121.612
1105	2	2	-1	91	-3	5	0	121.612
1106	1	8	-1	380	-5	5	0	94.1487
1106	2	8	-1	372	-4	6	0	94.1487
1106	3	8	-1	367	0	6	0	94.1487
1107	1	12	1	-133	-12	6	0	56.9693
1107	2	12	2	-150	-7	3	0	56.9693
1107	3	12	2	-158	-6	5	0	56.9693
1107	4	12	2	-163	-5	5	0	56.9693
1108	1	9	0	504	-4	5	0	137.612
1108	2	9	0	499	-3	5	0	137.612
1108	3	9	0	496	-3	6	0	137.612
1108	4	9	0	495	1	6	0	137.612
1110	4	4	1	521	-3	6	0	62.516
1111	1	9	1	864	-7	6	0	98.5657
1111	3	9	1	846	-4	6	0	98.5657
1111	4	10	2	-1304	-2	5	0	98.5657
1112	1	4	1	315	-5	6	0	102.132
1112	2	4	1	310	-13	2	0	102.132
1112	4	4	2	301	0	6	0	102.132
1113	4	5	-1	-212	-2	6	0	47.0632
1113	1	5	0	-182	-15	6	0	47.0632
1114	1	9	1	576	-33	6	0	22.3476
1114	2	9	1	537	-25	6	0	22.3476
1114	3	9	1	526	74	4	0	22.3476
1114	4	9	2	490	-5	6	0	22.3476
1115	2	4	-2	-974	-5	6	0	123.791
1116	3	3	-1	1093	-10	2	0	119.357
1116	2	4	-1	-1046	-4	6	0	119.357
1116	4	4	-1	-1053	0	6	0	119.357
1117	2	4	-2	-384	-3	3	0	122.168
1117	3	4	-2	-388	0	5	0	122.168
1117	4	4	-2	-390	0	6	0	122.168
1117	1	4	-1	-375	-5	2	0	122.168
1118	1	8	1	-311	-7	6	0	107.135
1118	2	8	1	-318	-6	6	0	107.135
1118	3	8	1	-324	1	5	0	107.135
1118	4	8	2	-327	-11	3	0	107.135
1119	1	4	0	-303	-8	5	0	103.813
1119	2	4	0	-312	-3	6	0	103.813
1119	3	4	0	-317	-3	6	0	103.813
1119	4	4	0	-320	1	6	0	103.813
1120	1	4	-1	-550	-19	5	0	28.601
1120	2	4	-1	-578	-18	6	0	28.601
1120	3	4	-1	-598	-10	6	0	28.601
1120	4	4	-1	-607	-4	6	0	28.601
1121	1	10	1	912	-13	5	0	73.7237
1121	4	10	1	893	-10	2	0	73.7237
1122	2	6	1	255	-3	6	0	166.19
1122	3	6	1	251	0	6	0	166.19
1122	4	6	1	250	-6	2	0	166.19
1123	2	9	1	371	-21	3	0	31.607
1123	3	9	1	355	-19	2	0	31.607
1123	4	9	1	349	-1	6	0	31.607
1124	1	2	0	-82	-7	6	0	157.204
1124	2	2	0	-87	-4	5	0	157.204
1124	4	2	1	-92	-3	5	0	157.204
1125	1	1	1	-341	-3	6	0	185.789
1125	3	1	2	-347	-5	5	0	185.789
1126	1	11	1	900	-28	6	0	28.9472
1126	3	11	1	846	-9	6	0	28.9472
1126	4	12	2	-1310	-10	3	0	28.9472
1127	1	1	-1	480	-9	6	0	81.457
1127	2	1	-1	470	-4	5	0	81.457
1127	3	1	-1	463	-3	6	0	81.457
1127	4	1	-1	461	-1	6	0	81.457
1128	1	7	0	913	-5	6	0	168.318
1128	3	7	0	905	-4	6	0	168.318
1128	4	7	0	903	0	6	0	168.318
1129	1	9	1	1018	-12	5	0	61.9597
1129	3	9	1	990	-6	6	0	61.9597
1129	4	10	1	-1158	-3	5	0	61.9597
1130	1	4	0	-119	-14	6	0	51.7871
1130	2	4	0	-135	-9	5	0	51.7871
1130	3	4	0	-147	-7	6	0	51.7871
1130	4	4	0	-150	1	6	0	51.7871
1131	4	1	-1	-1324	0	4	0	159.26
1131	1	12	-1	828	23	3	0	159.26
1131	2	12	-1	825	-2	2	0	159.26
1131	3	12	-1	821	-1	5	0	159.26
1132	4	1	0	-1177	0	6	0	62.2199
1132	1	12	0	990	-11	6	0	62.2199
1132	3	12	0	969	-4	6	0	62.2199
1133	3	9	-2	-311	-1	6	0	180.614
1133	4	9	-2	-313	-3	6	0	180.614
1133	1	9	-1	-303	-2	6	0	180.614
1134	2	8	2	44	-3	6	0	178.165
1134	3	8	2	41	0	6	0	178.165
1135	2	6	-2	-686	-5	6	0	80.131
1135	3	6	-2	-692	-4	6	0	80.131
1136	1	7	1	581	4	2	0	199.224
1136	2	7	2	577	-1	6	0	199.224
1136	3	7	2	575	0	6	0	199.224
1136	4	7	2	574	0	6	0	199.224
1137	2	1	1	662	-31	3	0	25.5033
1137	3	1	1	636	-17	6	0	25.5033
1137	4	2	1	-1527	-8	6	0	25.5033
1138	2	12	-1	-197	-4	5	0	139.284
1138	3	12	-1	-202	-14	5	0	139.284
1138	4	12	-1	-206	0	5	0	139.284
1139	2	3	2	808	-25	2	0	177.522
1139	3	3	2	805	-2	6	0	177.522
1140	1	9	1	-276	-5	6	0	145.233
1140	2	9	1	-282	-2	6	0	145.233
1140	3	9	1	-286	-2	6	0	145.233
1140	4	9	1	-288	-1	6	0	145.233
1141	1	10	1	129	-5	6	0	154.882
1141	2	10	2	124	-4	6	0	154.882
1141	3	10	2	120	-4	5	0	154.882
1141	4	10	2	117	-3	6	0	154.882
1142	4	4	-2	-984	0	6	0	93.1631
1142	1	3	-1	1177	-8	6	0	93.1631
1142	2	4	-1	-975	-5	5	0	93.1631
1143	1	7	1	-214	-5	5	0	178.74
1143	2	7	1	-219	-4	6	0	178.74
1143	4	7	2	-223	-24	2	0	178.74
1144	1	7	0	924	-39	3	0	126.34
1144	3	7	0	915	-5	6	0	126.34
1144	4	7	0	912	-2	6	0	126.34
1145	1	4	0	1210	-2	2	0	39.7708
1145	2	5	0	-955	18	2	0	39.7708
1146	2	2	2	-678	-9	5	0	55.8546
1146	3	2	2	-687	-2	6	0	55.8546
1147	1	11	1	1211	-9	6	0	89.724
1147	2	12	1	-942	-6	6	0	89.724
1148	4	4	0	1466	0	5	0	85.5988
1148	2	5	0	-665	-4	6	0	85.5988
1148	3	5	0	-673	-3	6	0	85.5988
1149	4	11	-2	518	12	2	0	74.936
1149	1	11	-1	541	-8	6	0	74.936
1150	1	10	0	786	-5	5	0	172.791
1150	2	10	0	781	-4	5	0	172.791
1150	3	10	0	815	137	2	0	172.791
1150	4	10	0	776	-1	6	0	172.791
1151	4	7	-2	1168	1	6	0	92.0801
1151	1	7	-1	1182	-8	6	0	92.0801
1152	1	1	0	-231	-6	6	0	170.585
1152	2	1	0	-236	-5	6	0	170.585
1152	3	1	0	-183	22	3	0	170.585
1153	1	12	0	107	-78	6	0	10.2667
1153	2	12	0	13	-55	4	0	10.2667
1153	4	12	1	-72	-16	2	0	10.2667
1154	1	12	-1	-339	-9	2	0	195.124
1154	2	12	-1	-343	-3	5	0	195.124
1154	3	12	-1	-346	-2	6	0	195.124
1154	4	12	-1	-347	-2	6	0	195.124
1155	3	4	2	-458	1	6	0	174.782
1156	3	6	-1	-371	-44	5	0	31.2091
1156	4	6	-1	-377	-7	5	0	31.2091
1156	1	6	0	-305	-24	5	0	31.2091
1157	2	4	-1	-750	-3	5	0	187.713
1157	3	4	-1	-754	-2	6	0	187.713
1157	4	4	-1	-756	-4	6	0	187.713
1158	4	3	-2	-1148	-1	5	0	70.4502
1158	1	2	-1	1020	-12	6	0	70.4502
1159	1	7	-2	502	-11	3	0	119.583
1159	2	7	-2	496	-6	5	0	119.583
1159	3	7	-2	491	-5	5	0	119.583
1160	1	6	0	329	-2	6	0	199.651
1160	2	6	0	325	-6	5	0	199.651
1160	3	6	0	321	-1	6	0	199.651
1160	4	6	0	320	-1	6	0	199.651
1161	1	2	1	1252	-30	2	0	62.4596
1161	2	3	2	-905	-7	6	0	62.4596
1161	4	3	2	-918	-3	6	0	62.4596
1162	4	4	1	1528	-1	6	0	37.8679
1162	2	5	1	-601	-26	3	0	37.8679
1162	3	5	1	-612	-3	6	0	37.8679
1162	4	5	1	-616	1	2	0	37.8679
1163	1	3	0	906	-4	6	0	188.424
1163	3	3	0	897	0	5	0	188.424
1163	4	4	0	-1247	-2	5	0	188.424
1164	1	8	0	880	-34	2	0	35.0679
1164	3	8	0	829	-10	6	0	35.0679
1164	4	8	0	819	-6	6	0	35.0679
1165	3	5	1	1052	-8	5	0	36.4031
1165	4	5	1	1043	-4	6	0	36.4031
1165	2	6	1	-1073	-10	4	0	36.4031
1166	2	1	-2	-609	-6	5	0	80.9438
1166	3	1	-2	-617	-2	6	0	80.9438
1167	1	3	1	1064	-77	5	0	9.95799
1167	3	3	1	930	-18	6	0	9.95799
1167	4	4	1	-1230	-7	6	0	9.95799
1168	1	8	1	489	-63	6	0	11.928
1168	2	8	1	410	-49	6	0	11.928
1168	3	8	1	359	-22	6	0	11.928
1168	4	8	1	357	49	4	0	11.928
1169	1	4	0	627	-10	6	0	71.8828
1169	2	4	0	545	-194	3	0	71.8828
1170	1	3	-2	1272	-91	5	0	6.69455
1170	2	4	-2	-955	-51	6	0	6.69455
1171	1	5	1	283	-7	5	0	174.579
1171	2	5	1	279	5	5	0	174.579
1171	3	5	1	274	-34	3	0	174.579
1171	4	5	1	273	0	6	0	174.579
1172	1	1	0	89	-11	6	0	70.8767
1172	2	1	0	76	-9	5	0	70.8767
1172	3	1	0	65	-6	6	0	70.8767
1173	1	2	-1	-466	-4	6	0	138.403
1173	2	2	-1	-474	-9	5	0	138.403
1173	3	2	-1	-476	0	6	0	138.403
1174	3	10	-1	-768	-2	5	0	79.6687
1174	4	10	-1	-770	-2	5	0	79.6687
1175	1	10	1	887	-17	6	0	41.1103
1175	3	10	1	850	-5	6	0	41.1103
1175	4	10	1	845	-4	6	0	41.1103
1176	1	4	0	361	-11	6	0	72.466
1176	2	4	0	349	-6	6	0	72.466
1176	3	4	0	340	-3	6	0	72.466
1176	4	4	0	337	-3	6	0	72.466
1177	1	6	1	1020	-7	6	0	106.521
1177	3	6	1	1006	-5	6	0	106.521
1177	4	6	1	1002	1	6	0	106.521
1177	2	7	1	-1124	42	4	0	106.521
1178	1	12	0	277	-6	6	0	112.675
1178	2	12	0	268	-2	6	0	112.675
1178	3	12	0	263	-1	6	0	112.675
1178	4	12	0	260	19	3	0	112.675
1179	1	6	0	-80	-12	5	0	66.3445
1179	2	6	0	-93	-6	6	0	66.3445
1179	3	6	0	-103	-8	5	0	66.3445
1179	4	6	0	-109	-7	6	0	66.3445
1180	1	3	1	809	-3	6	0	146.849
1180	2	3	2	804	-24	2	0	146.849
1180	3	3	2	800	1	4	0	146.849
1180	4	4	2	-1345	-2	6	0	146.849
1181	2	11	0	-689	-4	6	0	183.285
1181	3	11	0	-692	-1	6	0	183.285
1182	1	5	0	126	-7	6	0	84.7058
1182	2	5	0	118	-6	6	0	84.7058
1182	3	5	0	112	-3	6	0	84.7058
1183	4	5	1	1527	0	6	0	157.097
1183	1	6	1	-604	-1	2	0	157.097
1183	2	6	1	-610	-3	6	0	157.097
1183	3	6	1	-614	0	6	0	157.097
1183	4	6	1	-616	1	2	0	157.097
1184	1	3	2	214	-26	3	0	48.8282
1184	2	3	2	201	-8	6	0	48.8282
1184	3	3	2	190	-6	5	0	48.8282
1185	2	11	-1	-347	-8	6	0	60.3105
1185	3	11	-1	-358	-4	6	0	60.3105
1185	4	11	-1	-363	-3	6	0	60.3105
1186	1	9	1	134	-36	6	0	18.9672
1186	2	9	1	91	-25	6	0	18.9672
1186	3	9	2	56	-32	3	0	18.9672
1186	4	9	2	50	22	6	0	18.9672
1187	2	12	-2	-451	0	6	0	124.304
1187	3	12	-2	-456	-2	6	0	124.304
1187	4	12	-2	-457	1	5	0	124.304
1187	1	12	-1	-446	-4	6	0	124.304
1188	2	1	0	-1087	9	3	0	40.69
1188	4	1	0	-1102	-2	5	0	40.69
1188	1	12	0	1074	-14	6	0	40.69
1189	4	7	0	1236	-2	5	0	114.614
1189	2	8	0	-902	-5	6	0	114.614
1190	4	4	-1	-1579	24	3	0	140.789
1190	1	3	0	578	-7	6	0	140.789
1190	2	3	0	571	-3	6	0	140.789
1191	1	8	0	-378	-37	6	0	17.601
1191	2	8	0	-424	-26	6	0	17.601
1191	3	8	0	-458	-16	4	0	17.601
1191	4	8	0	-470	-10	5	0	17.601
1192	1	3	1	-317	-6	6	0	122.891
1192	2	3	1	-323	-5	5	0	122.891
1192	3	3	2	-328	-1	6	0	122.891
1192	4	3	2	-329	-1	6	0	122.891
1193	1	2	1	-344	-8	3	0	196.448
1193	2	2	1	-347	-2	6	0	196.448
1193	3	2	1	-351	-2	6	0	196.448
1193	4	2	1	-353	-1	6	0	196.448
1194	1	1	0	227	-3	2	0	134.698
1194	3	1	1	216	-5	6	0	134.698
1194	4	1	1	214	-1	5	0	134.698
1195	3	3	-1	-693	-37	6	0	8.57699
1195	4	3	-1	-721	-8	6	0	8.57699
1196	1	6	1	500	-17	6	0	45.22
1196	2	6	1	483	-9	2	0	45.22
1196	3	6	1	467	-4	5	0	45.22
1196	4	6	1	461	-1	6	0	45.22
1197	2	3	-2	639	-3	6	0	137.979
1197	3	3	-2	635	-3	6	0	137.979
1197	1	3	-1	648	-5	2	0	137.979
1198	1	2	1	1287	-34	2	0	155.985
1199	1	7	0	186	-3	6	0	178.651
1199	2	7	0	182	0	6	0	178.651
1200	3	1	-2	-148	-7	6	0	35.1718
1200	4	1	-2	-155	-3	6	0	35.1718
1200	1	1	-1	-112	-17	5	0	35.1718
1200	2	1	-1	-133	-15	6	0	35.1718
1201	1	9	-1	-286	-10	6	0	64.0835
1201	2	9	-1	-299	-8	6	0	64.0835
1201	3	9	-1	-310	-4	6	0	64.0835
1201	4	9	-1	-313	-12	2	0	64.0835
1202	2	3	0	-846	-4	5	0	193.877
1202	4	3	0	-850	5	3	0	193.877
1203	1	5	1	-148	-33	2	0	37.7927
1203	2	5	1	-174	-13	5	0	37.7927
1203	3	5	1	-188	-5	6	0	37.7927
1203	4	5	1	-191	1	5	0	37.7927
1204	2	12	-2	-437	-2	5	0	186.749
1204	3	12	-2	-440	-1	6	0	186.749
1204	4	12	-2	-441	30	3	0	186.749
1204	1	12	-1	-432	-2	4	0	186.749
1205	4	7	1	1502	-2	5	0	7.0188
1205	1	8	1	-342	-123	6	0	7.0188
1205	2	8	1	-496	-93	6	0	7.0188
1205	3	8	1	-597	-52	2	0	7.0188
1206	4	12	-2	-285	-2	6	0	17.7977
1206	1	12	-1	-180	-46	6	0	17.7977
1206	2	12	-1	-235	-30	6	0	17.7977
1206	3	12	-1	-269	-18	2	0	17.7977
1207	2	12	1	-800	-7	5	0	113.687
1207	3	12	1	-806	-4	5	0	113.687
1207	4	12	1	-808	-3	6	0	113.687
1208	1	10	1	-578	-29	2	0	183.231
1208	2	10	1	-582	-1	5	0	183.231
1208	3	10	1	-586	-3	6	0	183.231
1209	1	3	0	53	-31	3	0	196.247
1209	2	3	0	49	-4	5	0	196.247
1209	3	3	0	45	0	5	0	196.247
1210	1	5	1	-41	-6	5	0	197.155
1210	2	5	1	-45	-9	5	0	197.155
1210	3	5	1	-47	0	6	0	197.155
1210	4	5	2	-49	8	5	0	197.155
1211	1	9	0	-153	19	2	0	180.303
1211	3	9	1	-163	-2	6	0	180.303
1211	4	9	1	-164	0	6	0	180.303
1212	1	2	2	-236	-22	3	0	167.719
1212	2	2	2	-239	-2	6	0	167.719
1212	3	2	2	-241	-1	6	0	167.719
1213	2	7	1	88	-11	3	0	190.731
1213	3	7	1	86	4	5	0	190.731
1213	4	7	1	84	1	6	0	190.731
1214	1	6	1	331	-16	3	0	50.263
