Event	id_r	id_phi	id_eta	phi	phiB	quality	bx	pt
705	1	2	-1	0	-5	6	0	158.698
705	2	2	-1	-6	-2	6	0	158.698
705	3	2	-1	-9	26	2	0	158.698
705	4	2	-1	-11	-1	6	0	158.698
706	1	9	-2	-127	-7	5	0	105.915
706	2	9	-2	-134	-6	6	0	105.915
706	3	9	-2	-141	-3	6	0	105.915
707	1	1	1	-2	-22	6	0	30.5833
707	2	1	1	-27	-22	2	0	30.5833
707	3	1	1	-50	-11	6	0	30.5833
709	4	1	-1	-1516	-1	6	0	159.995
709	3	12	-1	629	-2	6	0	159.995
710	4	10	0	1290	-1	5	0	30.4205
710	2	11	0	-820	-18	6	0	30.4205
710	3	11	0	-841	-44	2	0	30.4205
711	2	2	2	501	-8	6	0	60.8662
711	3	2	2	491	-5	6	0	60.8662
712	1	7	0	428	-11	6	0	59.2055
712	2	7	0	415	-6	6	0	59.2055
712	3	7	0	406	-5	5	0	59.2055
712	4	7	0	402	-2	6	0	59.2055
713	2	1	0	-696	-3	4	0	183.967
714	1	4	-1	854	-2	6	0	168.798
714	3	4	-1	848	1	6	0	168.798
715	2	4	1	-782	-7	6	0	85.0758
715	3	4	1	-790	-3	6	0	85.0758
716	4	5	-2	1185	-1	6	0	181.565
716	1	5	-1	1190	-4	6	0	181.565
716	2	6	-1	-898	163	6	0	181.565
717	1	6	0	30	-261	2	0	56.1498
717	2	6	0	78	-9	5	0	56.1498
717	3	6	0	66	-6	6	0	56.1498
717	4	6	0	60	-5	6	0	56.1498
718	2	2	1	-690	-1	6	0	161.142
718	3	2	1	-693	-1	5	0	161.142
719	1	5	-2	815	-177	3	0	4.30786
719	2	5	-2	683	-51	6	0	4.30786
719	3	5	-2	726	177	4	0	4.30786
720	1	2	-1	-179	-3	6	0	197.514
720	2	2	-1	-188	23	6	0	197.514
720	3	2	-1	-186	-2	6	0	197.514
720	4	2	-1	-187	-2	6	0	197.514
721	1	6	1	-128	-4	6	0	164.139
721	2	6	1	-133	-4	6	0	164.139
722	4	12	-2	-776	-1	5	0	45.089
722	1	11	-1	1083	-222	5	0	45.089
722	2	12	-1	-756	-10	4	0	45.089
723	1	2	0	1155	-5	6	0	174.067
723	2	3	0	-993	-2	2	0	174.067
723	4	3	1	-999	-2	6	0	174.067
724	1	10	1	909	-12	6	0	59.5677
724	3	10	1	891	-35	2	0	59.5677
724	4	10	2	887	2	6	0	59.5677
725	1	5	0	-298	-34	6	0	20.5178
725	2	5	0	-339	-26	6	0	20.5178
725	3	5	0	-368	-16	6	0	20.5178
725	4	5	0	-379	22	2	0	20.5178
726	1	6	0	1068	-5	6	0	93.3983
726	3	6	0	1053	-30	2	0	93.3983
726	4	6	0	1051	-5	2	0	93.3983
726	2	7	0	-1086	-14	3	0	93.3983
727	3	10	2	-797	-2	6	0	92.9995
727	4	10	2	-800	-1	3	0	92.9995
728	1	7	-2	557	7	3	0	58.5301
728	2	7	-2	547	-9	6	0	58.5301
728	3	7	-2	539	-5	5	0	58.5301
729	3	2	-2	327	-3	5	0	83.8076
729	4	2	-2	324	-3	6	0	83.8076
729	1	2	-1	346	-15	5	0	83.8076
729	2	2	-1	317	-39	3	0	83.8076
730	2	3	-2	-49	-2	6	0	117.939
730	3	3	-2	-53	-5	6	0	117.939
730	4	3	-2	-55	-8	6	0	117.939
730	1	3	-1	-41	5	2	0	117.939
731	1	12	2	-423	-4	6	0	147.107
731	2	12	2	-428	-3	5	0	147.107
731	3	12	2	-431	-6	5	0	147.107
732	2	8	2	130	-8	6	0	59.1671
732	3	8	2	121	-7	6	0	59.1671
733	3	2	-1	-118	-25	6	0	14.6939
733	4	2	-1	-137	-11	6	0	14.6939
733	1	2	0	2	-51	6	0	14.6939
734	1	10	1	757	-43	2	0	30.6556
734	2	10	2	729	-40	2	0	30.6556
734	3	10	2	706	-9	6	0	30.6556
734	4	10	2	698	-36	2	0	30.6556
735	1	4	1	-415	-5	6	0	184.7
735	3	4	1	-424	-3	6	0	184.7
735	4	4	2	-426	-23	3	0	184.7
736	1	10	-1	-209	-16	6	0	51.74
736	2	10	-1	-227	-6	5	0	51.74
736	3	10	-1	-241	-9	6	0	51.74
736	4	10	-1	-249	-3	5	0	51.74
737	1	6	1	-311	-13	2	0	154.164
737	2	6	2	-316	-3	5	0	154.164
737	3	6	2	-318	-3	5	0	154.164
737	4	6	2	-321	1	5	0	154.164
738	1	1	-2	742	-8	6	0	100.634
738	2	1	-2	734	-4	6	0	100.634
738	3	1	-2	730	10	2	0	100.634
739	2	8	-2	-128	-4	6	0	191.253
739	3	8	-2	-130	-9	2	0	191.253
740	2	1	-1	-311	-16	6	0	37.4949
740	3	1	-1	-327	-8	6	0	37.4949
740	4	1	-1	-332	-4	6	0	37.4949
741	1	6	1	1035	-28	3	0	178.66
741	3	6	1	1028	-2	5	0	178.66
741	4	6	1	1026	0	6	0	178.66
741	2	7	1	-1113	-3	5	0	178.66
742	1	12	0	-323	-8	6	0	100.359
742	2	12	0	-333	-4	5	0	100.359
742	3	12	0	-339	-3	6	0	100.359
742	4	12	0	-342	-3	6	0	100.359
743	1	9	-1	-525	-6	6	0	148.945
743	2	9	-1	-533	7	5	0	148.945
743	3	9	-1	-529	29	5	0	148.945
744	4	1	-2	-69	0	5	0	59.412
744	1	1	-1	-48	-11	6	0	59.412
744	2	1	-1	-61	-7	6	0	59.412
745	2	6	1	-340	-3	6	0	194.042
745	3	6	1	-344	-2	6	0	194.042
745	4	6	1	-346	-2	6	0	194.042
746	3	8	-1	957	-15	6	0	21.7822
746	4	8	-1	942	-10	6	0	21.7822
746	1	8	0	1035	-28	2	0	21.7822
747	1	11	1	-543	-9	6	0	71.8553
747	2	11	1	-554	-7	3	0	71.8553
747	3	11	2	-560	-1	6	0	71.8553
747	4	11	2	-564	-3	6	0	71.8553
748	1	7	1	-584	-53	2	0	17.4429
748	2	7	2	-633	-19	5	0	17.4429
748	3	7	2	-668	-21	5	0	17.4429
749	1	3	1	1115	-13	6	0	46.6174
749	2	4	1	-1042	-19	2	0	46.6174
749	3	3	2	1091	-10	2	0	46.6174
749	4	4	2	-1054	0	6	0	46.6174
750	3	9	-1	-558	-2	6	0	54.5308
751	1	2	1	940	-16	3	0	142.639
751	3	2	1	932	-1	6	0	142.639
751	4	3	1	-1213	-1	6	0	142.639
752	2	12	2	515	-2	6	0	150.936
752	3	12	2	512	-2	5	0	150.936
753	1	1	2	1197	-23	3	0	38.0633
753	2	2	2	-959	-12	6	0	38.0633
754	1	11	0	397	-15	6	0	50.8155
754	2	11	0	381	-10	6	0	50.8155
754	4	11	1	358	-19	3	0	50.8155
755	1	5	2	169	-10	6	0	101.094
755	2	5	2	162	-6	6	0	101.094
755	3	5	2	155	-2	5	0	101.094
756	1	12	1	648	-13	6	0	47.0325
756	2	12	1	651	45	2	0	47.0325
756	4	1	2	-1517	1	5	0	47.0325
757	1	1	0	126	-4	6	0	109.408
757	2	1	0	120	-7	6	0	109.408
757	3	1	0	116	-14	3	0	109.408
757	4	1	0	114	-3	6	0	109.408
758	2	10	0	-655	-6	6	0	89.5639
758	4	10	0	-666	-1	5	0	89.5639
759	2	10	-1	630	-2	2	0	156.653
759	3	10	-1	625	-2	6	0	156.653
759	4	10	-1	623	-1	6	0	156.653
760	1	1	1	22	-2	6	0	153.548
760	2	1	1	17	-2	6	0	153.548
760	4	1	2	11	-1	6	0	153.548
761	1	9	-1	1105	-12	2	0	60.4396
761	3	9	-1	1074	-6	4	0	60.4396
761	2	10	-1	-1057	-7	6	0	60.4396
762	1	8	1	97	-12	2	0	107.704
762	2	8	1	88	-6	6	0	107.704
762	3	8	2	83	-2	6	0	107.704
762	4	8	2	80	-2	5	0	107.704
764	4	7	-1	-374	-5	3	0	57.6341
764	1	7	0	-343	-12	6	0	57.6341
764	2	7	0	-362	11	5	0	57.6341
765	1	6	0	-139	-5	6	0	169.241
765	2	6	0	-145	-2	6	0	169.241
766	4	4	-2	-1393	-1	6	0	75.3121
766	1	3	-1	772	-9	6	0	75.3121
766	2	3	-1	762	-5	6	0	75.3121
767	2	6	1	174	-10	6	0	39.8746
767	3	6	1	160	-45	3	0	39.8746
767	4	6	1	155	-5	6	0	39.8746
768	1	5	0	704	-43	4	0	83.3289
768	3	5	1	684	-3	5	0	83.3289
768	4	5	1	681	-3	6	0	83.3289
769	3	7	-2	858	-6	5	0	75.9662
769	4	7	-2	854	-2	5	0	75.9662
769	1	7	-1	874	-8	6	0	75.9662
770	2	8	-1	186	2	3	0	47.4042
770	3	8	-1	173	-10	5	0	47.4042
770	4	8	-1	163	-6	4	0	47.4042
771	1	6	1	233	-4	6	0	136.973
771	2	6	1	228	-3	6	0	136.973
771	3	6	1	224	0	6	0	136.973
772	1	4	1	-220	-24	2	0	187.951
772	2	4	2	-224	-3	5	0	187.951
772	3	4	2	-228	0	5	0	187.951
772	4	4	2	-228	-3	5	0	187.951
773	1	10	0	319	-5	6	0	90.5178
773	2	10	0	311	-4	5	0	90.5178
773	3	10	0	306	-1	6	0	90.5178
773	4	10	0	304	-1	6	0	90.5178
774	1	4	-2	799	2	3	0	44.8181
774	2	4	-2	784	-14	5	0	44.8181
774	3	4	-2	771	-6	6	0	44.8181
775	3	3	-2	-18	2	2	0	174.725
775	4	3	-2	-20	-3	5	0	174.725
775	1	3	-1	-11	-4	6	0	174.725
776	3	9	2	865	-35	4	0	4.5516
777	1	5	0	949	-9	6	0	65.911
777	3	5	0	932	-1	6	0	65.911
777	4	5	0	932	1	6	0	65.911
778	3	7	-2	69	-33	3	0	124.519
778	4	7	-2	95	0	6	0	124.519
778	1	7	-1	104	-5	6	0	124.519
778	2	7	-1	99	-4	6	0	124.519
779	1	6	0	1297	-36	2	0	74.3339
779	4	6	1	1276	-2	6	0	74.3339
780	1	6	-1	-193	-1	6	0	177.759
780	2	6	-1	-197	-1	6	0	177.759
780	3	6	-1	-199	-1	6	0	177.759
780	4	6	-1	-200	0	6	0	177.759
781	1	8	0	834	-6	6	0	141.872
781	2	8	0	828	-2	2	0	141.872
781	3	8	0	824	-2	2	0	141.872
782	2	7	0	-694	-40	2	0	27.6233
782	4	6	1	1425	0	5	0	27.6233
783	1	11	0	139	-6	5	0	139.072
783	2	11	0	134	-41	2	0	139.072
783	4	11	1	127	-1	6	0	139.072
784	1	5	-2	977	-10	6	0	66.7786
784	2	6	-2	-1113	334	2	0	66.7786
785	1	9	-2	-10	-4	6	0	150.71
785	2	9	-2	-13	-4	6	0	150.71
785	3	9	-2	-17	0	5	0	150.71
786	1	2	0	498	-6	6	0	133.06
786	2	2	0	493	-36	2	0	133.06
786	3	2	0	487	-4	6	0	133.06
786	4	2	0	484	-1	6	0	133.06
787	2	6	2	-746	-8	3	0	178.258
787	3	6	2	-749	-3	6	0	178.258
788	1	8	-1	748	-6	6	0	147.721
788	2	8	-1	744	-3	6	0	147.721
788	3	8	-1	742	-2	6	0	147.721
788	4	8	-1	740	9	2	0	147.721
789	1	6	1	1174	-7	6	0	86.2002
789	4	6	1	1155	0	6	0	86.2002
789	2	7	1	-978	-6	6	0	86.2002
790	1	11	0	1256	-5	5	0	156.963
790	2	12	0	-893	-4	5	0	156.963
790	4	12	0	-898	-3	6	0	156.963
791	1	4	-1	552	-30	6	0	27.2156
791	2	4	-1	519	-16	6	0	27.2156
791	3	4	-1	498	-11	6	0	27.2156
792	1	5	0	-87	10	3	0	106.8
792	2	5	0	-94	-3	6	0	106.8
792	3	5	0	-99	-2	6	0	106.8
792	4	5	0	-102	-2	5	0	106.8
793	4	12	-2	-887	9	2	0	173.711
793	1	11	-1	1265	-9	2	0	173.711
793	2	12	-1	-884	-2	4	0	173.711
794	1	8	0	1039	-12	6	0	62.8835
794	3	8	0	1016	-4	5	0	62.8835
794	4	8	0	1013	0	2	0	62.8835
794	2	9	0	-1118	-8	5	0	62.8835
795	2	6	2	-468	-13	6	0	40.107
795	3	6	2	-482	-5	5	0	40.107
796	3	4	-1	1002	-2	6	0	183.192
796	4	4	-1	1000	-2	6	0	183.192
796	1	4	0	1009	-6	4	0	183.192
797	2	11	1	-725	-3	5	0	165.708
797	4	10	2	1413	-1	5	0	165.708
797	3	11	2	-729	-2	6	0	165.708
798	2	7	1	-720	-6	6	0	76.5261
798	3	7	1	-728	-2	6	0	76.5261
798	4	6	2	1411	-1	5	0	76.5261
799	3	9	-2	1068	-7	2	0	113.441
799	2	10	-2	-1073	8	3	0	113.441
799	4	10	-2	-1079	-2	6	0	113.441
799	1	9	-1	1077	-6	6	0	113.441
800	2	12	0	-599	23	3	0	175.942
800	3	12	0	-602	4	5	0	175.942
800	4	12	0	-602	-1	6	0	175.942
801	4	1	-1	-1037	1	6	0	153.347
801	3	12	-1	1091	-85	2	0	153.347
802	1	9	0	1196	-2	6	0	141.504
802	2	10	0	-951	-2	6	0	141.504
802	4	10	0	-955	-1	6	0	141.504
803	4	10	0	1284	0	5	0	129.329
803	2	11	0	-852	-3	5	0	129.329
804	1	3	0	980	-21	2	0	134.42
804	3	3	0	968	-1	6	0	134.42
804	4	4	0	-1178	-2	6	0	134.42
805	1	2	2	168	-21	3	0	72.6188
805	2	2	2	158	-8	6	0	72.6188
805	3	2	2	148	-7	6	0	72.6188
806	1	12	2	-505	-13	6	0	56.0505
806	2	12	2	-518	-7	6	0	56.0505
806	3	12	2	-527	-11	2	0	56.0505
807	1	6	1	637	-28	2	0	159.04
807	2	6	2	633	-3	6	0	159.04
807	3	6	2	630	1	6	0	159.04
808	3	9	-2	-579	-4	6	0	110.296
808	1	9	-1	-566	-6	5	0	110.296
808	2	9	-1	-572	-5	2	0	110.296
809	4	8	-2	-506	-5	6	0	113.75
809	1	8	-1	-490	-7	5	0	113.75
809	2	8	-1	-499	3	5	0	113.75
810	4	8	1	1488	-1	5	0	150.075
810	2	9	1	-649	-3	6	0	150.075
810	3	9	1	-653	-1	6	0	150.075
811	2	8	1	-633	-3	5	0	192.603
811	3	8	1	-637	3	3	0	192.603
812	3	4	-1	-408	-5	5	0	31.7361
812	4	4	-1	-411	0	5	0	31.7361
814	1	9	0	432	-3	3	0	109.62
814	2	9	0	425	-28	3	0	109.62
814	3	9	0	419	-4	6	0	109.62
814	4	9	0	416	-1	6	0	109.62
815	1	10	-1	-590	-3	2	0	26.852
815	2	10	-1	-622	-16	6	0	26.852
815	3	10	-1	-642	-7	6	0	26.852
815	4	10	-1	-648	-1	6	0	26.852
816	1	6	1	870	-1	6	0	199.859
816	3	6	2	864	-1	6	0	199.859
816	4	6	2	864	1	5	0	199.859
817	4	7	-1	811	0	6	0	96.7027
817	1	7	0	832	-8	5	0	96.7027
817	2	7	0	823	-26	2	0	96.7027
818	1	5	1	678	-13	6	0	49.9911
818	2	5	1	662	-9	5	0	49.9911
818	3	5	2	651	-5	6	0	49.9911
818	4	5	2	646	-4	5	0	49.9911
819	1	3	0	-119	-8	6	0	84.3225
819	2	3	0	-128	-4	6	0	84.3225
819	3	3	0	-135	-4	6	0	84.3225
819	4	3	0	-137	-34	2	0	84.3225
820	1	10	0	519	-271	6	0	3.58931
820	2	10	0	304	30	6	0	3.58931
821	3	5	-2	-47	5	3	0	109.471
821	4	5	-2	-54	-5	6	0	109.471
821	1	5	-1	-10	-19	6	0	109.471
821	2	5	-1	-30	-11	6	0	109.471
822	1	1	2	-499	-14	3	0	173.39
822	2	1	2	-503	-3	6	0	173.39
822	3	1	2	-507	1	6	0	173.39
823	1	10	2	704	-37	3	0	62.097
823	2	10	2	693	-10	6	0	62.097
823	3	10	2	682	-6	5	0	62.097
824	1	2	-1	-67	-3	6	0	182.703
824	2	2	-1	-72	-2	6	0	182.703
824	3	2	-1	-75	-2	6	0	182.703
824	4	2	-1	-78	1	6	0	182.703
825	3	1	-2	-436	-8	5	0	19.1148
825	4	1	-2	-448	-3	6	0	19.1148
825	1	1	-1	-350	-47	6	0	19.1148
826	1	7	1	-434	-5	6	0	126.925
826	2	7	1	-441	-4	6	0	126.925
826	4	7	2	-448	-3	5	0	126.925
827	1	12	1	-440	4	2	0	156.554
827	2	12	2	-447	1	6	0	156.554
827	3	12	2	-452	5	3	0	156.554
827	4	12	2	-453	5	2	0	156.554
828	1	12	0	-83	-10	6	0	93.8626
828	2	12	0	-91	-6	5	0	93.8626
828	3	12	0	-98	-2	6	0	93.8626
828	4	12	0	-101	-2	5	0	93.8626
829	1	1	1	204	-25	2	0	50.4063
829	3	1	1	169	-7	5	0	50.4063
829	4	1	1	162	-3	5	0	50.4063
830	1	9	1	225	-17	6	0	53.0698
830	2	9	1	203	-440	3	0	53.0698
830	3	9	1	200	-25	2	0	53.0698
830	4	9	1	195	-2	6	0	53.0698
831	3	4	-1	1101	12	2	0	5.78817
831	4	4	-1	1143	63	6	0	5.78817
831	2	5	-1	-958	-91	5	0	5.78817
832	2	1	2	-779	1	6	0	146.104
832	3	1	2	-782	-29	2	0	146.104
833	1	9	1	161	-3	5	0	159.499
833	2	9	1	156	-5	6	0	159.499
833	3	9	1	152	6	2	0	159.499
833	4	9	2	151	-1	6	0	159.499
834	1	8	-1	1088	-10	6	0	77.0647
834	3	8	-1	1069	-2	6	0	77.0647
834	4	8	-1	1066	-2	6	0	77.0647
834	2	9	-1	-1066	-6	6	0	77.0647
835	1	4	0	-386	-31	5	0	24.0802
835	2	4	0	-423	-21	6	0	24.0802
835	3	4	0	-452	5	3	0	24.0802
835	4	4	0	-462	-2	5	0	24.0802
836	2	8	-2	-67	-20	6	0	24.1839
836	3	8	-2	-92	-14	5	0	24.1839
836	4	8	-2	-102	12	2	0	24.1839
837	2	11	0	-655	-9	4	0	86.917
837	3	11	0	-664	-7	6	0	86.917
838	1	7	0	-512	39	3	0	140.451
838	2	7	0	-545	-5	6	0	140.451
839	1	3	0	-508	-8	6	0	129.899
839	2	3	0	-514	-4	6	0	129.899
839	3	3	0	-519	-4	6	0	129.899
839	4	3	0	-522	-3	5	0	129.899
840	2	10	0	-670	-7	5	0	82.6518
840	3	10	0	-675	-3	6	0	82.6518
840	4	10	0	-678	0	6	0	82.6518
841	1	1	1	1210	-7	6	0	174.656
841	2	2	1	-938	-3	6	0	174.656
841	4	2	1	-944	1	6	0	174.656
842	1	5	0	459	-6	3	0	153.816
842	2	5	0	455	-2	5	0	153.816
842	3	5	0	450	-2	6	0	153.816
842	4	5	0	448	-2	6	0	153.816
843	1	10	0	1195	-2	6	0	190.918
843	4	10	0	1185	-22	2	0	190.918
843	2	11	0	-954	-4	6	0	190.918
844	3	4	1	-675	-17	3	0	61.8025
844	4	4	1	-678	-3	6	0	61.8025
845	2	2	1	-468	-18	2	0	37.0471
845	3	2	1	-488	-7	5	0	37.0471
845	4	2	1	-495	-15	2	0	37.0471
846	1	11	0	-218	-153	6	0	6.09281
846	2	11	0	-409	-106	6	0	6.09281
846	3	11	0	-440	30	3	0	6.09281
847	2	3	0	838	-28	2	0	134.506
847	3	3	0	833	-3	6	0	134.506
847	4	4	0	-1313	2	5	0	134.506
848	2	11	2	-741	-4	6	0	170.761
848	3	11	2	-744	-3	6	0	170.761
849	1	12	0	-281	-10	5	0	56.6706
849	2	12	0	-296	-8	5	0	56.6706
849	3	12	0	-306	-4	5	0	56.6706
849	4	12	0	-311	-1	5	0	56.6706
850	1	9	0	1191	-25	6	0	31.2015
850	2	10	0	-981	-22	6	0	31.2015
850	4	10	0	-1012	-2	6	0	31.2015
851	1	7	-1	672	-42	6	0	18.1218
851	2	7	-1	623	-32	6	0	18.1218
851	3	7	-1	589	-17	6	0	18.1218
852	1	9	0	552	-24	6	0	29.5006
852	4	9	1	499	-6	6	0	29.5006
853	1	5	1	559	-15	6	0	49.402
853	2	5	1	539	-11	6	0	49.402
853	3	5	1	525	-9	6	0	49.402
853	4	5	1	519	-5	6	0	49.402
854	3	2	-1	946	-6	6	0	52.6107
854	1	2	0	975	-12	5	0	52.6107
855	1	7	0	-142	-34	2	0	138.465
855	2	7	0	-150	-4	6	0	138.465
855	3	7	0	-154	-1	6	0	138.465
855	4	7	0	-156	-1	5	0	138.465
856	1	12	0	-374	-5	6	0	140.44
856	2	12	0	-380	-4	6	0	140.44
856	3	12	0	-384	-3	2	0	140.44
857	1	1	1	858	-3	6	0	183.206
857	3	1	1	850	-5	2	0	183.206
857	4	2	2	-1295	-4	6	0	183.206
858	3	1	1	-755	-7	6	0	33.8794
859	1	10	0	1276	-10	2	0	104.471
859	2	11	0	-895	-38	3	0	104.471
860	2	10	0	-622	-7	5	0	86.952
860	3	10	0	-624	129	2	0	86.952
860	4	10	0	-632	0	6	0	86.952
861	2	10	1	-631	-4	6	0	137.865
861	3	10	1	-636	-3	5	0	137.865
861	4	10	2	-639	-5	6	0	137.865
862	1	9	0	1100	-3	6	0	132.833
862	3	9	0	1091	-10	2	0	132.833
862	2	10	0	-1048	-3	6	0	132.833
862	4	10	0	-1055	-3	5	0	132.833
863	2	12	1	-553	-7	3	0	92.1006
863	3	12	1	-559	-7	6	0	92.1006
863	4	12	1	-563	-3	5	0	92.1006
864	3	6	1	197	-4	6	0	81.3055
864	4	6	1	194	-4	6	0	81.3055
865	1	10	1	2	-323	4	0	3.37854
865	2	10	1	-385	-178	6	0	3.37854
866	1	7	1	-236	-8	6	0	114.91
866	2	7	1	-244	-4	6	0	114.91
866	3	7	2	-249	-3	6	0	114.91
866	4	7	2	-252	0	6	0	114.91
867	1	10	-1	825	-2	3	0	155.464
867	2	10	-1	821	-1	2	0	155.464
867	3	10	-1	816	-1	6	0	155.464
867	4	10	-1	813	-3	6	0	155.464
868	1	4	0	-89	-3	5	0	164.061
868	2	4	0	-94	11	2	0	164.061
869	2	10	-1	-832	-8	5	0	58.8968
869	3	10	-1	-840	29	2	0	58.8968
869	4	10	-1	-843	-2	5	0	58.8968
870	1	7	2	1059	-31	3	0	38.1375
870	3	7	2	1038	-3	5	0	38.1375
870	2	8	2	-1098	-7	5	0	38.1375
871	1	3	1	164	-6	6	0	169.035
871	2	3	2	158	-19	3	0	169.035
871	3	3	2	155	3	5	0	169.035
871	4	3	2	154	-2	5	0	169.035
872	2	1	1	-796	-13	6	0	44.557
872	3	1	1	-808	-25	2	0	44.557
872	4	1	2	-810	-16	4	0	44.557
873	2	12	-1	-698	-6	5	0	92.1406
873	3	12	-1	-705	-2	6	0	92.1406
874	3	3	-1	-14	-16	6	0	21.0712
874	4	3	-1	-29	-8	6	0	21.0712
875	2	1	1	133	-16	3	0	55.0044
875	3	1	1	122	-10	5	0	55.0044
875	4	1	1	118	-3	6	0	55.0044
876	4	1	-2	-1098	1	6	0	35.8309
876	2	1	-1	-1088	-11	6	0	35.8309
876	1	12	-1	1076	-19	6	0	35.8309
876	3	12	-1	1047	19	2	0	35.8309
877	4	9	-2	414	0	3	0	81.5919
877	1	9	-1	434	-9	6	0	81.5919
877	2	9	-1	425	-8	6	0	81.5919
877	3	9	-1	417	-1	3	0	81.5919
878	1	10	2	1069	-32	3	0	46.8351
878	3	10	2	1052	-5	3	0	46.8351
878	2	11	2	-1084	-7	6	0	46.8351
879	1	12	0	28	-5	5	0	67.1665
879	2	12	0	17	-7	6	0	67.1665
879	3	12	0	7	-2	6	0	67.1665
879	4	12	0	4	25	2	0	67.1665
880	1	1	1	-197	-27	2	0	16.0579
880	2	1	2	-261	-33	6	0	16.0579
880	3	1	2	-297	-17	6	0	16.0579
880	4	1	2	-314	14	2	0	16.0579
881	1	2	2	1069	-2	6	0	171.955
881	3	2	2	1061	-6	2	0	171.955
881	2	3	2	-1080	-1	6	0	171.955
882	1	10	0	545	-6	6	0	121.846
882	2	10	0	538	-42	2	0	121.846
882	3	10	0	532	-1	6	0	121.846
882	4	10	0	529	-41	2	0	121.846
883	1	1	-1	-37	-7	6	0	140.725
883	2	1	-1	-45	30	3	0	140.725
883	3	1	-1	-49	-2	5	0	140.725
883	4	1	-1	-51	1	6	0	140.725
884	2	11	-2	103	-68	5	0	7.60123
884	3	11	-2	29	-25	6	0	7.60123
884	4	11	-2	17	49	2	0	7.60123
884	1	11	-1	229	-107	6	0	7.60123
885	4	8	-2	1457	-2	6	0	45.455
885	2	9	-1	-672	-9	6	0	45.455
885	3	9	-1	-682	-2	6	0	45.455
886	1	12	2	51	-223	3	0	3.52732
886	2	12	2	-63	55	6	0	3.52732
887	1	1	1	360	-8	6	0	79.2976
887	2	1	1	350	-6	6	0	79.2976
887	3	1	1	340	-3	6	0	79.2976
887	4	1	1	337	9	2	0	79.2976
888	2	8	-2	-12	-1	5	0	157.118
888	3	8	-2	-15	-1	6	0	157.118
889	1	7	-1	623	-4	6	0	117.38
889	2	7	-1	614	-5	6	0	117.38
889	3	7	-1	609	-5	5	0	117.38
889	4	7	-1	607	1	2	0	117.38
890	1	8	2	640	-24	5	0	22.9127
890	2	8	2	606	-19	5	0	22.9127
890	3	8	2	584	-48	2	0	22.9127
891	1	7	1	-391	-3	2	0	113.831
891	2	7	1	-398	-2	2	0	113.831
891	3	7	2	-402	-4	5	0	113.831
892	2	1	-1	-1079	-8	5	0	185.066
892	4	1	-1	-1083	-1	6	0	185.066
892	1	12	-1	1070	-2	6	0	185.066
892	3	12	-1	1062	-1	5	0	185.066
893	1	3	1	1127	-12	6	0	64.527
893	2	4	1	-1028	-8	6	0	64.527
893	4	4	2	-1042	-19	3	0	64.527
894	3	8	-2	862	-11	5	0	23.4237
894	4	8	-2	852	-8	6	0	23.4237
894	1	8	-1	923	-14	2	0	23.4237
895	1	3	0	305	-4	6	0	197.637
895	2	3	0	301	-37	2	0	197.637
895	3	3	0	298	0	6	0	197.637
895	4	3	0	296	0	6	0	197.637
896	1	3	0	-224	-6	6	0	90.7291
896	2	3	0	-234	4	2	0	90.7291
896	4	3	1	-246	-4	6	0	90.7291
897	1	1	0	541	116	5	0	112.439
897	2	1	0	438	-6	5	0	112.439
897	3	1	0	432	-3	6	0	112.439
897	4	1	0	428	-2	6	0	112.439
898	1	11	0	72	-7	6	0	130.397
898	2	11	0	65	0	5	0	130.397
898	3	11	0	57	-2	6	0	130.397
898	4	11	0	55	-1	6	0	130.397
899	1	3	-1	-137	-3	5	0	188.373
899	2	3	-1	-140	17	2	0	188.373
899	3	3	-1	-144	-2	6	0	188.373
899	4	3	-1	-146	1	5	0	188.373
900	1	8	0	623	-1	6	0	177.016
900	2	8	0	619	-4	6	0	177.016
900	3	8	0	615	25	2	0	177.016
900	4	8	0	614	0	6	0	177.016
901	1	10	1	-608	-25	2	0	35.8847
901	2	10	1	-639	-19	6	0	35.8847
901	4	10	2	-668	-4	6	0	35.8847
902	3	12	-1	-317	-6	6	0	105.365
902	4	12	-1	-321	-5	6	0	105.365
903	1	10	1	-177	-12	6	0	85.8923
903	2	10	1	-188	-8	6	0	85.8923
903	3	10	1	-149	43	3	0	85.8923
903	4	10	1	-200	0	3	0	85.8923
904	1	2	1	-439	3	3	0	124.372
904	2	2	1	-444	-4	5	0	124.372
904	3	2	1	-449	0	6	0	124.372
905	1	7	1	1151	-50	5	0	137.551
905	4	7	1	1106	1	5	0	137.551
905	2	8	1	-1031	-3	6	0	137.551
906	1	12	0	-274	-3	6	0	194.01
906	2	12	0	-278	-3	4	0	194.01
906	4	12	0	-283	1	6	0	194.01
907	3	4	-2	-786	0	6	0	165.454
907	2	4	-1	-782	-4	6	0	165.454
908	1	7	0	126	-20	6	0	28.8073
908	2	7	0	97	-17	6	0	28.8073
908	3	7	0	76	-9	6	0	28.8073
908	4	7	0	69	0	5	0	28.8073
909	2	11	1	-791	-28	2	0	156.112
909	4	10	2	1348	-19	2	0	156.112
909	3	11	2	-795	-2	6	0	156.112
910	1	11	1	-390	-6	6	0	157.177
910	2	11	2	-469	-180	3	0	157.177
910	3	11	2	-398	-2	6	0	157.177
911	1	10	1	-172	-41	5	0	19.7203
911	2	10	1	-210	-50	2	0	19.7203
