Event,n_Primitive,1dtPrimitive.id_r,2dtPrimitive.id_r,3dtPrimitive.id_r,4dtPrimitive.id_r,1dtPrimitive.id_eta,2dtPrimitive.id_eta,3dtPrimitive.id_eta,4dtPrimitive.id_eta,1dtPrimitive.id_phi,2dtPrimitive.id_phi,3dtPrimitive.id_phi,4dtPrimitive.id_phi,1dtPrimitive.phiGlb,2dtPrimitive.phiGlb,3dtPrimitive.phiGlb,4dtPrimitive.phiGlb,1dtPrimitive.phiB,2dtPrimitive.phiB,3dtPrimitive.phiB,4dtPrimitive.phiB,delta_phi12,delta_phi13,delta_phi14,delta_phi23,delta_phi24,delta_phi34,genParticle.pt
311.0,2.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,5.0,6.0,0.0,0.0,2.374424457550049,2.373609066009521,0.0,0.0,-7.0,-3.0,0.0,0.0,0.0008153915405277878,2.374424457550049,2.374424457550049,2.373609066009521,2.373609066009521,0.0,155.20523071289062
312.0,2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.5334428548812866,1.5329545736312866,0.0,0.0,-1.0,-1.0,0.0,0.0,0.00048828125,1.5334428548812866,1.5334428548812866,1.5329545736312866,1.5329545736312866,0.0,193.89459228515625
313.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,12.0,0.0,0.0,5.491602897644043,5.4910316467285165,0.0,0.0,-29.0,1.0,0.0,0.0,0.0005712509155264556,5.491602897644043,5.491602897644043,5.4910316467285165,5.4910316467285165,0.0,104.17903137207031
314.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,10.0,10.0,10.0,0.0,4.84935188293457,4.84642219543457,4.84471321105957,0.0,-5.0,-6.0,-5.0,0.0,0.0029296875,0.004638671875,4.84935188293457,0.001708984375,4.84642219543457,4.84471321105957,66.90278625488281
315.0,2.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,10.0,10.0,0.0,0.0,4.91453742980957,4.91404914855957,0.0,0.0,-5.0,1.0,0.0,0.0,0.00048828125,4.91453742980957,4.91453742980957,4.91404914855957,4.91404914855957,0.0,121.48799896240234
316.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,0.0,3.427725553512573,3.4259335994720463,3.424307584762573,0.0,-4.0,-4.0,0.0,0.0,0.0017919540405264556,0.00341796875,3.427725553512573,0.0016260147094735444,3.4259335994720463,3.424307584762573,105.73576354980469
317.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,2.711987972259521,2.710034847259521,2.708325862884521,2.707349300384521,-9.0,-22.0,-4.0,0.0,0.001953125,0.003662109375,0.004638671875,0.001708984375,0.002685546875,0.0009765625,102.57009887695312
318.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-2.0,0.0,11.0,11.0,11.0,0.0,5.199854850769043,5.197413444519043,5.195704460144043,0.0,-4.0,-1.0,0.0,0.0,0.00244140625,0.004150390625,5.199854850769043,0.001708984375,5.197413444519043,5.195704460144043,70.74950408935547
319.0,2.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,10.0,10.0,0.0,0.0,4.94163703918457,4.94041633605957,0.0,0.0,-2.0,-4.0,0.0,0.0,0.001220703125,4.94163703918457,4.94163703918457,4.94041633605957,4.94041633605957,0.0,198.9365692138672
320.0,2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,9.0,9.0,0.0,0.0,4.3413782119750985,4.3404016494750985,0.0,0.0,-2.0,-4.0,0.0,0.0,0.0009765625,4.3413782119750985,4.3413782119750985,4.3404016494750985,4.3404016494750985,0.0,117.73192596435548
321.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,10.0,10.0,10.0,10.0,4.62767219543457,4.62401008605957,4.62181282043457,4.62083625793457,-13.0,-9.0,-5.0,-2.0,0.003662109375,0.005859375,0.0068359375,0.002197265625,0.003173828125,0.0009765625,54.13336181640625
322.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,-2.0,8.0,8.0,8.0,8.0,3.5575253963470463,3.5543515682220463,3.5541074275970463,3.5536191463470463,-7.0,-45.0,-3.0,1.0,0.003173828125,0.00341796875,0.00390625,0.000244140625,0.000732421875,0.00048828125,86.12293243408203
323.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.7181788682937622,0.7318507432937622,0.7146780490875244,0.0,-6.0,222.0,0.0,0.0,0.013671875,0.003500819206237793,0.7181788682937622,0.017172694206237793,0.7318507432937622,0.7146780490875244,108.6534652709961
324.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,10.0,10.0,10.0,0.0,4.67698860168457,4.67503547668457,4.66917610168457,0.0,-7.0,-1.0,-151.0,0.0,0.001953125,0.0078125,4.67698860168457,0.005859375,4.67503547668457,4.66917610168457,172.72390747070312
325.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,12.0,1.0,12.0,0.0,6.0552406311035165,-0.259521484375,5.9993324279785165,0.0,-100.0,-63.0,-32.0,0.0,6.3147621154785165,0.055908203125,6.0552406311035165,6.2588539123535165,0.259521484375,5.9993324279785165,7.356826782226562
326.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-2.0,1.0,1.0,1.0,1.0,-0.12939453125,-0.132080078125,-0.13330078125,-0.13427734375,-7.0,-9.0,-8.0,-3.0,0.002685546875,0.00390625,0.0048828125,0.001220703125,0.002197265625,0.0009765625,80.01016235351562
327.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,5.117823600769043,5.116602897644043,0.0,0.0,-2.0,-15.0,0.0,0.0,0.001220703125,5.117823600769043,5.117823600769043,5.116602897644043,5.116602897644043,0.0,134.45278930664062
328.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,12.0,0.0,0.0,5.9837074279785165,5.9817543029785165,0.0,0.0,-13.0,-4.0,0.0,0.0,0.001953125,5.9837074279785165,5.9837074279785165,5.9817543029785165,5.9817543029785165,0.0,116.45218658447266
329.0,3.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,7.0,7.0,6.0,0.0,2.993887662887573,2.990713834762573,2.991773128509521,0.0,-1.0,26.0,9.0,0.0,0.003173828125,0.002114534378051758,2.993887662887573,0.0010592937469482422,2.990713834762573,2.991773128509521,139.66368103027344
330.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,9.0,9.0,4.2913293838500985,4.2898645401000985,4.2883996963500985,4.2876672744750985,-7.0,-3.0,-3.0,-2.0,0.00146484375,0.0029296875,0.003662109375,0.00146484375,0.002197265625,0.000732421875,124.5417938232422
331.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,0.0,5.146876335144043,5.144679069519043,5.142970085144043,0.0,-9.0,-5.0,-4.0,0.0,0.002197265625,0.00390625,5.146876335144043,0.001708984375,5.144679069519043,5.142970085144043,113.7698211669922
332.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0767385959625244,1.0730764865875244,1.0701467990875244,1.0691702365875244,-13.0,-11.0,-11.0,-3.0,0.003662109375,0.006591796875,0.007568359375,0.0029296875,0.00390625,0.0009765625,56.461143493652344
333.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,4.0613489151000985,4.0559778213500985,0.0,0.0,-17.0,-14.0,0.0,0.0,0.00537109375,4.0613489151000985,4.0613489151000985,4.0559778213500985,4.0559778213500985,0.0,40.70366287231445
334.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.205322265625,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.205322265625,0.205322265625,0.205322265625,0.0,0.0,0.0,166.8201141357422
335.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-2.0,0.0,5.0,5.0,5.0,0.0,2.216953754425049,2.215244770050049,2.213291645050049,0.0,-6.0,-2.0,-1.0,0.0,0.001708984375,0.003662109375,2.216953754425049,0.001953125,2.215244770050049,2.213291645050049,137.64189147949222
336.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,4.78416633605957,4.78294563293457,4.78221321105957,4.78172492980957,-5.0,-2.0,-1.0,-1.0,0.001220703125,0.001953125,0.00244140625,0.000732421875,0.001220703125,0.00048828125,190.88589477539062
337.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,3.221915006637573,3.221670866012573,0.0,0.0,1.0,-2.0,0.0,0.0,0.000244140625,3.221915006637573,3.221915006637573,3.221670866012573,3.221670866012573,0.0,199.1919250488281
338.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-2.0,2.0,2.0,2.0,2.0,0.3956691026687622,0.3942042589187622,0.3934718370437622,0.3929835557937622,-6.0,-5.0,41.0,-2.0,0.00146484375,0.002197265625,0.002685546875,0.000732421875,0.001220703125,0.00048828125,145.8040008544922
339.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,9.0,9.0,9.0,0.0,4.0488977432250985,4.0454797744750985,4.0427942276000985,0.0,-5.0,-28.0,-8.0,0.0,0.00341796875,0.006103515625,4.0488977432250985,0.002685546875,4.0454797744750985,4.0427942276000985,61.22677612304688
340.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,-2.0,0.0,2.0,2.0,3.0,0.0,0.7779933214187622,0.7765284776687622,0.7762014865875244,0.0,-4.0,-1.0,2.0,0.0,0.00146484375,0.001791834831237793,0.7779933214187622,0.00032699108123779297,0.7765284776687622,0.7762014865875244,175.39723205566406
341.0,2.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,8.0,7.0,0.0,0.0,3.4901425838470463,3.496573209762573,0.0,0.0,-128.0,-8.0,0.0,0.0,0.006430625915526456,3.4901425838470463,3.4901425838470463,3.496573209762573,3.496573209762573,0.0,174.97702026367188
342.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,8.0,8.0,8.0,8.0,3.7364804744720463,3.7127988338470463,3.6959531307220463,3.6915585994720463,-84.0,-55.0,-29.0,1.0,0.023681640625,0.04052734375,0.044921875,0.016845703125,0.021240234375,0.00439453125,9.575777053833008
343.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.228759765625,0.228432759642601,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0003270059823989868,0.228759765625,0.228759765625,0.228432759642601,0.228432759642601,0.0,140.86923217773438
344.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,11.0,12.0,12.0,0.0,5.548243522644043,5.6419105529785165,5.5474281311035165,0.0,-10.0,356.0,-4.0,0.0,0.09366703033447354,0.0008153915405264556,5.548243522644043,0.094482421875,5.6419105529785165,5.5474281311035165,163.49249267578125
345.0,4.0,1.0,1.0,1.0,1.0,-1.0,-2.0,-2.0,-2.0,5.0,5.0,5.0,5.0,2.276279926300049,2.275303363800049,2.274570941925049,2.274570941925049,-3.0,9.0,-2.0,1.0,0.0009765625,0.001708984375,0.001708984375,0.000732421875,0.000732421875,0.0,178.45126342773438
346.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-2.0,7.0,7.0,7.0,7.0,3.223623991012573,3.214346647262573,3.208487272262573,3.206778287887573,-31.0,-23.0,-12.0,18.0,0.00927734375,0.01513671875,0.016845703125,0.005859375,0.007568359375,0.001708984375,22.220264434814453
347.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,7.0,7.0,7.0,0.0,3.178457975387573,3.177725553512573,3.177237272262573,0.0,-18.0,-43.0,-7.0,0.0,0.000732421875,0.001220703125,3.178457975387573,0.00048828125,3.177725553512573,3.177237272262573,164.98443603515625
348.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.7953273057937622,0.7942678928375244,0.0,0.0,-13.0,-5.0,0.0,0.0,0.001059412956237793,0.7953273057937622,0.7953273057937622,0.7942678928375244,0.7942678928375244,0.0,119.60027313232422
349.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.492666959762573,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,3.492666959762573,3.492666959762573,3.492666959762573,0.0,0.0,0.0,100.35723876953124
350.0,2.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.4252101182937622,0.4349757432937622,0.0,0.0,-115.0,-3.0,0.0,0.0,0.009765625,0.4252101182937622,0.4252101182937622,0.4349757432937622,0.4349757432937622,0.0,74.45718383789062
351.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,2.640698909759521,2.635816097259521,2.632153987884521,0.0,-13.0,-9.0,-7.0,0.0,0.0048828125,0.008544921875,2.640698909759521,0.003662109375,2.635816097259521,2.632153987884521,46.4010009765625
352.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.12548828125,-0.136474609375,-0.142822265625,-0.14599609375,-37.0,-24.0,-28.0,-8.0,0.010986328125,0.017333984375,0.0205078125,0.00634765625,0.009521484375,0.003173828125,18.49332046508789
353.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.216552734375,0.208740234375,0.208169087767601,0.0,-17.0,-2.0,-1.0,0.0,0.0078125,0.008383646607398987,0.216552734375,0.0005711466073989868,0.208740234375,0.208169087767601,38.83592987060547
354.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,3.207266569137573,3.205069303512573,3.203360319137573,3.203116178512573,-11.0,-7.0,-3.0,0.0,0.002197265625,0.00390625,0.004150390625,0.001708984375,0.001953125,0.000244140625,73.90243530273438
355.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,2.799634456634521,2.798657894134521,2.797925472259521,2.797681331634521,-6.0,-2.0,-5.0,1.0,0.0009765625,0.001708984375,0.001953125,0.000732421875,0.0009765625,0.000244140625,199.5290985107422
356.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.858228206634521,0.0,0.0,0.0,-16.0,0.0,0.0,0.0,2.858228206634521,2.858228206634521,2.858228206634521,0.0,0.0,0.0,57.99123764038086
357.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,10.0,10.0,10.0,0.0,4.55418586730957,4.55003547668457,4.54759407043457,0.0,-6.0,-10.0,-6.0,0.0,0.004150390625,0.006591796875,4.55418586730957,0.00244140625,4.55003547668457,4.54759407043457,43.27605056762695
358.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,6.0447425842285165,-0.2392578125,-0.240966796875,0.0,-4.0,-6.0,0.0,0.0,6.2840003967285165,6.2857093811035165,6.0447425842285165,0.001708984375,0.2392578125,0.240966796875,134.4986572265625
359.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,8.0,8.0,8.0,0.0,3.7049863338470463,3.7030332088470463,3.7020566463470463,0.0,5.0,-5.0,2.0,0.0,0.001953125,0.0029296875,3.7049863338470463,0.0009765625,3.7030332088470463,3.7020566463470463,92.06730651855469
360.0,2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.3779252767562866,1.3771928548812866,0.0,0.0,22.0,23.0,0.0,0.0,0.000732421875,1.3779252767562866,1.3779252767562866,1.3771928548812866,1.3771928548812866,0.0,143.93643188476562
361.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,3.348379850387573,3.346915006637573,3.345450162887573,3.345206022262573,-4.0,-29.0,-3.0,0.0,0.00146484375,0.0029296875,0.003173828125,0.00146484375,0.001708984375,0.000244140625,121.7830810546875
362.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,4.58983039855957,4.57859992980957,4.56956672668457,4.56590461730957,-42.0,-30.0,-17.0,-4.0,0.01123046875,0.020263671875,0.02392578125,0.009033203125,0.0126953125,0.003662109375,17.395843505859375
363.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,4.73533821105957,4.73289680480957,0.0,0.0,-6.0,-2.0,0.0,0.0,0.00244140625,4.73533821105957,4.73533821105957,4.73289680480957,4.73289680480957,0.0,124.63080596923828
364.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,9.0,9.0,9.0,0.0,4.1846399307250985,4.1758508682250985,4.1695032119750985,0.0,-32.0,-25.0,-13.0,0.0,0.0087890625,0.01513671875,4.1846399307250985,0.00634765625,4.1758508682250985,4.1695032119750985,25.05478858947754
365.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-2.0,10.0,10.0,10.0,10.0,4.83030891418457,4.82664680480957,4.82444953918457,4.82347297668457,-12.0,-10.0,-6.0,-5.0,0.003662109375,0.005859375,0.0068359375,0.002197265625,0.003173828125,0.0009765625,61.88873291015625
366.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,9.0,9.0,8.0,0.0,4.0296106338500985,4.0281457901000985,4.027252197265625,0.0,-20.0,-2.0,0.0,0.0,0.00146484375,0.0023584365844735444,4.0296106338500985,0.0008935928344735444,4.0281457901000985,4.027252197265625,83.70169067382812
367.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,5.7224769592285165,5.7212562561035165,5.7202796936035165,5.7200355529785165,-3.0,-3.0,-2.0,-2.0,0.001220703125,0.002197265625,0.00244140625,0.0009765625,0.001220703125,0.000244140625,155.9103546142578
368.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,3.313223600387573,3.309073209762573,3.305899381637573,3.304922819137573,-16.0,-12.0,-5.0,-1.0,0.004150390625,0.00732421875,0.00830078125,0.003173828125,0.004150390625,0.0009765625,53.981422424316406
369.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,1.7163041830062866,1.7148393392562866,1.7136186361312866,1.7131303548812866,-6.0,-2.0,-2.0,-1.0,0.00146484375,0.002685546875,0.003173828125,0.001220703125,0.001708984375,0.00048828125,136.24649047851562
370.0,2.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,10.0,11.0,0.0,0.0,5.00999641418457,5.009181022644043,0.0,0.0,-5.0,-1.0,0.0,0.0,0.0008153915405273438,5.00999641418457,5.00999641418457,5.009181022644043,5.009181022644043,0.0,140.75640869140625
371.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,-2.0,0.0,7.0,7.0,7.0,0.0,3.117911100387573,3.116690397262573,3.115957975387573,0.0,-2.0,-2.0,-1.0,0.0,0.001220703125,0.001953125,3.117911100387573,0.000732421875,3.116690397262573,3.115957975387573,167.4124755859375
372.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,5.7341957092285165,5.7310218811035165,5.7285804748535165,0.0,-9.0,-8.0,-5.0,0.0,0.003173828125,0.005615234375,5.7341957092285165,0.00244140625,5.7310218811035165,5.7285804748535165,71.3719253540039
373.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,0.0,1.2727835178375244,1.2788870334625244,1.2788041830062866,0.0,-115.0,-3.0,2.0,0.0,0.006103515625,0.006020665168762207,1.2727835178375244,8.285045623779297e-05,1.2788870334625244,1.2788041830062866,171.86981201171875
374.0,2.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.8031398057937622,0.8025686740875244,0.0,0.0,-7.0,-3.0,0.0,0.0,0.000571131706237793,0.8031398057937622,0.8031398057937622,0.8025686740875244,0.8025686740875244,0.0,144.78123474121094
375.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,-2.0,6.0,6.0,6.0,6.0,2.716138362884521,2.711255550384521,2.706616878509521,2.704663753509521,-19.0,-13.0,-20.0,32.0,0.0048828125,0.009521484375,0.011474609375,0.004638671875,0.006591796875,0.001953125,41.75498580932617
376.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,-0.055908203125,-0.06396484375,-0.0673828125,-0.06982421875,-26.0,-19.0,-8.0,-4.0,0.008056640625,0.011474609375,0.013916015625,0.00341796875,0.005859375,0.00244140625,21.656383514404297
377.0,3.0,1.0,1.0,1.0,0.0,-2.0,-2.0,-2.0,0.0,10.0,10.0,10.0,0.0,4.85203742980957,4.85106086730957,4.85032844543457,0.0,5.0,-3.0,-2.0,0.0,0.0009765625,0.001708984375,4.85203742980957,0.000732421875,4.85106086730957,4.85032844543457,161.86354064941406
378.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,6.0,6.0,6.0,0.0,2.839673519134521,2.837476253509521,2.837232112884521,0.0,-6.0,-3.0,3.0,0.0,0.002197265625,0.00244140625,2.839673519134521,0.000244140625,2.837476253509521,2.837232112884521,145.34185791015625
379.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,1.5505326986312866,1.5485795736312866,1.5473588705062866,1.5471147298812866,-15.0,-3.0,1.0,-2.0,0.001953125,0.003173828125,0.00341796875,0.001220703125,0.00146484375,0.000244140625,147.19583129882812
380.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,2.0,2.0,3.0,0.0,0.7589503526687622,0.7562648057937622,0.7561819553375244,0.0,-5.0,-2.0,0.0,0.0,0.002685546875,0.002768397331237793,0.7589503526687622,8.285045623779297e-05,0.7562648057937622,0.7561819553375244,119.64202880859376
381.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,-2.0,0.0,8.0,8.0,8.0,0.0,3.7816464900970463,3.7718808650970463,3.7640683650970463,0.0,-31.0,-3.0,-11.0,0.0,0.009765625,0.017578125,3.7816464900970463,0.0078125,3.7718808650970463,3.7640683650970463,27.11113548278809
382.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,10.0,10.0,10.0,0.0,4.54442024230957,4.53929328918457,4.53709602355957,0.0,-18.0,-10.0,13.0,0.0,0.005126953125,0.00732421875,4.54442024230957,0.002197265625,4.53929328918457,4.53709602355957,23.120689392089844
383.0,3.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,8.0,8.0,8.0,0.0,3.5638730525970463,3.5624082088470463,3.5619199275970463,0.0,-3.0,1.0,-2.0,0.0,0.00146484375,0.001953125,3.5638730525970463,0.00048828125,3.5624082088470463,3.5619199275970463,176.6370849609375
384.0,2.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,12.0,12.0,0.0,0.0,5.5886878967285165,5.5877113342285165,0.0,0.0,-3.0,1.0,0.0,0.0,0.0009765625,5.5886878967285165,5.5886878967285165,5.5877113342285165,5.5877113342285165,0.0,118.82550048828124
385.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,4.71849250793457,4.71580696105957,0.0,0.0,-5.0,-1.0,0.0,0.0,0.002685546875,4.71849250793457,4.71849250793457,4.71580696105957,4.71580696105957,0.0,165.00881958007812
