Event,dtPrimitive.id_r,dtPrimitive.id_eta,dtPrimitive.id_phi,dtPrimitive.phiGlb(),dtPrimitive.phiB,dtPrimitive.quality,genParticle.pt
1685,4,1,8,3.551910161972046,-1.0,6,14.286869049072266
1686,2,1,6,2.6951422691345215,-5.0,6,82.10769653320312
1686,3,1,6,2.6917243003845215,45.0,5,82.10769653320312
1686,4,1,6,2.6927008628845215,-1.0,6,82.10769653320312
1687,4,-2,4,1.5959428548812866,-1.0,5,164.02056884765625
1687,1,-1,4,1.5988725423812866,11.0,2,164.02056884765625
1687,2,-1,4,1.5971635580062866,-5.0,6,164.02056884765625
1688,2,1,7,2.9575107097625732,-2.0,6,150.69384765625
1689,1,2,8,3.954986333847046,-22.0,3,160.0601348876953
1689,2,2,9,3.9544153213500977,-3.0,5,160.0601348876953
1690,1,0,8,3.727935552597046,-15.0,6,44.01626968383789
1690,3,1,8,3.719878911972046,-6.0,6,44.01626968383789
1690,4,1,8,3.718169927597046,-5.0,6,44.01626968383789
1691,1,1,10,4.64769172668457,-6.0,6,132.90953063964844
1691,2,2,10,4.64622688293457,-4.0,6,132.90953063964844
1691,3,2,10,4.64500617980957,-3.0,6,132.90953063964844
1691,4,2,10,4.64402961730957,-16.0,3,132.90953063964844
1692,4,-1,5,2.121738910675049,11.0,3,101.08998107910156
1692,1,0,5,2.125156879425049,-4.0,6,101.08998107910156
1692,2,0,5,2.123692035675049,36.0,2,101.08998107910156
1693,2,-1,4,1.3261674642562866,-3.0,5,81.79009246826172
1693,4,-1,4,1.3239701986312866,3.0,5,81.79009246826172
1694,2,1,2,0.7103663682937622,-5.0,6,165.20228576660156
1694,3,1,2,0.7093898057937622,-19.0,3,165.20228576660156
1694,4,1,3,0.7093069553375244,0.0,6,165.20228576660156
1695,4,0,4,1.9811967611312866,-15.0,2,106.1788330078125
1695,1,0,5,1.9862408638000488,30.0,2,106.1788330078125
1695,2,0,5,1.9837994575500488,5.0,3,106.1788330078125
1695,3,0,5,1.9823346138000488,-2.0,6,106.1788330078125
1695,4,0,5,1.9816021919250488,-2.0,6,106.1788330078125
1697,4,-2,1,-0.025146484375,12.0,3,137.13351440429688
1697,1,-1,1,-0.021728515625,-3.0,6,137.13351440429688
1697,2,-1,1,-0.023193359375,-6.0,6,137.13351440429688
1697,3,-1,1,-0.024658203125,-2.0,6,137.13351440429688
1698,1,-1,7,3.0671298503875732,-21.0,6,34.10004806518555
1698,2,-1,7,3.0607821941375732,-18.0,6,34.10004806518555
1698,3,-1,7,3.0561435222625732,-13.0,6,34.10004806518555
1698,4,-1,7,3.0537021160125732,-3.0,6,34.10004806518555
1699,2,2,11,5.400782585144043,-36.0,5,12.107905387878418
1699,3,2,11,5.391993522644043,-14.0,6,12.107905387878418
1700,1,0,11,5.210108757019043,-12.0,6,52.50305938720703
1700,2,0,11,5.206202507019043,-10.0,5,52.50305938720703
1700,3,0,11,5.207179069519043,90.0,2,52.50305938720703
1700,4,0,11,5.202540397644043,-3.0,6,52.50305938720703
1701,1,1,7,3.3027255535125732,-6.0,2,69.46129608154297
1701,2,2,7,3.3002841472625732,-5.0,2,69.46129608154297
1701,3,2,7,3.2988193035125732,-1.0,6,69.46129608154297
1701,4,2,7,3.2983310222625732,-29.0,2,69.46129608154297
1702,2,-2,1,-0.131103515625,-9.0,5,49.43272018432617
1702,3,-2,1,-0.134765625,-10.0,6,49.43272018432617
1702,4,-2,1,-0.13671875,-3.0,6,49.43272018432617
1703,3,-2,3,1.0889456272125244,-1.0,6,56.26908874511719
1703,4,-2,3,1.0882132053375244,-1.0,6,56.26908874511719
1703,1,-1,3,1.0952932834625244,-13.0,5,56.26908874511719
1704,4,-1,1,-0.2880859375,-2.0,2,95.8206787109375
1704,1,-1,12,5.997379302978516,-6.0,6,95.8206787109375
1704,3,-1,12,5.996646881103516,47.0,4,95.8206787109375
1705,4,1,7,3.4794833660125732,2.0,5,147.62596130371094
1705,3,1,8,3.483550786972046,144.0,2,147.62596130371094
1706,1,2,8,3.955718755722046,-17.0,6,37.82646942138672
1706,2,2,9,3.9512414932250977,-13.0,5,37.82646942138672
1707,1,-1,4,1.4968217611312866,-112.0,3,76.5100326538086
1707,2,-1,4,1.5060991048812866,-9.0,6,76.5100326538086
1707,3,-1,4,1.5041459798812866,-5.0,5,76.5100326538086
1707,4,-1,4,1.5031694173812866,-5.0,6,76.5100326538086
1708,1,0,9,4.138985633850098,-84.0,6,8.746711730957031
1708,2,0,9,4.113839149475098,-60.0,5,8.746711730957031
1708,3,0,9,4.096749305725098,285.0,3,8.746711730957031
1709,3,-2,9,4.050606727600098,-3.0,6,68.80020904541016
1709,1,-1,9,4.054757118225098,-11.0,6,68.80020904541016
1709,2,-1,9,4.052071571350098,-6.0,6,68.80020904541016
1710,3,-1,5,2.343662738800049,-1.0,3,196.8314971923828
1710,4,-1,5,2.343418598175049,-1.0,6,196.8314971923828
1711,1,1,11,5.265040397644043,-14.0,6,50.98341751098633
1711,2,1,11,5.261134147644043,-10.0,6,50.98341751098633
1711,3,1,11,5.258204460144043,-9.0,6,50.98341751098633
1712,2,-2,9,3.9732141494750977,-2.0,6,119.78275299072266
1712,1,-1,8,3.974517583847046,-9.0,2,119.78275299072266
1713,1,0,1,-0.137451171875,-23.0,5,31.205360412597656
1713,2,0,1,-0.14453125,-16.0,5,31.205360412597656
1713,3,0,1,-0.149658203125,-11.0,6,31.205360412597656
1713,4,0,1,-0.151611328125,-2.0,5,31.205360412597656
1714,4,-2,6,2.6292243003845215,-5.0,6,60.702552795410156
1714,1,-1,6,2.6350836753845215,-10.0,6,60.702552795410156
1714,2,-1,6,2.6321539878845215,-7.0,5,60.702552795410156
1715,2,0,1,-0.246337890625,-31.0,5,21.404888153076172
1715,4,0,1,-0.254638671875,-4.0,6,21.404888153076172
1715,1,0,12,6.046207427978516,-34.0,6,21.404888153076172
1716,1,0,4,1.6135209798812866,4.0,3,58.319847106933594
1716,2,0,4,1.6103471517562866,-12.0,6,58.319847106933594
1716,3,0,4,1.6071733236312866,-10.0,5,58.319847106933594
1716,4,0,4,1.6059526205062866,-1.0,5,58.319847106933594
1717,1,-1,8,3.944488286972046,-15.0,6,56.23631286621094
1717,4,-1,8,3.935943365097046,-2.0,6,56.23631286621094
1717,2,-1,9,3.9407434463500977,-12.0,6,56.23631286621094
1718,1,-1,9,4.418038368225098,-10.0,6,58.77535629272461
1718,3,-1,9,4.412667274475098,-2.0,6,58.77535629272461
1718,4,-1,10,4.41185188293457,-2.0,6,58.77535629272461
1719,1,1,7,3.3603427410125732,-8.0,6,108.49398803710938
1719,3,1,7,3.3620517253875732,61.0,3,108.49398803710938
1719,4,2,7,3.3561923503875732,-8.0,3,108.49398803710938
1720,1,0,3,1.2368948459625244,-72.0,2,9.316155433654785
1720,3,1,3,1.1995413303375244,-19.0,6,9.316155433654785
1720,4,1,4,1.2004350423812866,16.0,2,9.316155433654785
1721,1,2,1,-0.0771484375,-12.0,3,34.98289489746094
1721,2,2,1,-0.08154296875,-13.0,6,34.98289489746094
1722,1,1,10,4.71336555480957,-8.0,6,78.8482666015625
1722,2,1,10,4.71116828918457,-5.0,6,78.8482666015625
1722,3,2,10,4.70970344543457,-1.0,6,78.8482666015625
1723,1,0,6,2.5020270347595215,-6.0,6,99.51971435546875
1723,2,0,6,2.4998297691345215,-5.0,6,99.51971435546875
1723,3,0,6,2.4978766441345215,-4.0,6,99.51971435546875
1723,4,0,6,2.4971442222595215,-4.0,6,99.51971435546875
1724,1,-2,8,3.850982427597046,-5.0,5,173.24549865722656
1724,3,-2,8,3.849517583847046,7.0,3,173.24549865722656
1725,4,-2,12,5.443912506103516,1.0,6,87.46023559570312
1725,1,-1,11,5.447169303894043,-7.0,6,87.46023559570312
1726,4,-1,7,3.3203036785125732,-1.0,5,76.7537841796875
1726,1,0,7,3.3256747722625732,-7.0,6,76.7537841796875
1726,2,0,7,3.3232333660125732,-6.0,6,76.7537841796875
1727,1,0,6,2.7315192222595215,-4.0,5,136.1534881591797
1727,2,0,6,2.7300543785095215,-3.0,6,136.1534881591797
1727,3,0,6,2.7285895347595215,0.0,5,136.1534881591797
1727,4,0,6,2.7278571128845215,0.0,6,136.1534881591797
1728,1,0,6,2.9082770347595215,-6.0,5,159.73959350585938
1728,4,0,6,2.9051032066345215,0.0,6,159.73959350585938
1728,2,0,7,2.9069736003875732,-3.0,6,159.73959350585938
1729,4,-2,4,1.9091752767562866,-3.0,6,136.55027770996094
1729,3,-2,5,1.9100689888000488,-2.0,6,136.55027770996094
1729,2,-1,5,1.9110455513000488,-5.0,5,136.55027770996094
1730,2,-1,3,1.0723440647125244,-1.0,5,195.82412719726562
1730,4,-1,3,1.0706350803375244,-7.0,5,195.82412719726562
1731,2,-2,7,3.2641513347625732,-6.0,4,89.34635162353516
1731,3,-2,7,3.2629306316375732,-11.0,2,89.34635162353516
1731,4,-2,7,3.2617099285125732,7.0,5,89.34635162353516
1731,1,-1,7,3.2665927410125732,-8.0,6,89.34635162353516
1732,3,-2,5,2.144443988800049,-3.0,6,175.56948852539062
1732,4,-2,5,2.143955707550049,-3.0,6,175.56948852539062
1732,1,-1,5,2.146641254425049,-4.0,6,175.56948852539062
1732,2,-1,5,2.144932270050049,0.0,3,175.56948852539062
1733,3,1,5,2.008213520050049,-7.0,2,60.90504455566406
1733,4,1,5,2.006992816925049,-4.0,6,60.90504455566406
1734,1,0,3,1.1541311740875244,-54.0,3,25.635868072509766
1734,2,0,3,1.1468069553375244,-23.0,6,25.635868072509766
1734,3,0,3,1.1392385959625244,-19.0,6,25.635868072509766
1734,4,0,3,1.1358206272125244,-6.0,5,25.635868072509766
1735,1,1,8,3.587554693222046,-15.0,6,43.39299774169922
1735,2,2,8,3.583160161972046,-12.0,6,43.39299774169922
1735,4,2,8,3.578521490097046,-4.0,6,43.39299774169922
1736,1,0,1,-0.048828125,-9.0,6,80.6414566040039
1736,2,0,1,-0.051513671875,-5.0,6,80.6414566040039
1736,3,0,1,-0.05322265625,-7.0,6,80.6414566040039
1736,4,0,1,-0.05419921875,-4.0,6,80.6414566040039
1737,1,1,11,5.383936882019043,-4.0,5,189.4967498779297
1737,2,1,11,5.382472038269043,-2.0,6,189.4967498779297
1737,3,2,11,5.381739616394043,2.0,2,189.4967498779297
1738,1,-1,5,2.094639301300049,-11.0,6,67.21467590332031
1738,2,-1,5,2.091465473175049,-10.0,6,67.21467590332031
1738,4,-1,5,2.088047504425049,3.0,2,67.21467590332031
1739,1,-1,12,5.669254302978516,-10.0,5,147.22274780273438
1739,2,-1,12,5.668277740478516,-2.0,6,147.22274780273438
1739,3,-1,12,5.667057037353516,-1.0,6,147.22274780273438
1739,4,-1,12,5.666812896728516,-1.0,6,147.22274780273438
1740,2,0,12,5.574039459228516,-6.0,5,91.96917724609375
1740,3,0,12,5.572574615478516,19.0,3,91.96917724609375
1741,1,1,8,3.797271490097046,-8.0,6,103.5621337890625
1741,2,1,8,3.795074224472046,-4.0,6,103.5621337890625
1741,3,1,8,3.794097661972046,-41.0,2,103.5621337890625
1742,1,1,4,1.8627885580062866,-10.0,6,91.2430191040039
1742,2,1,5,1.8600201606750488,19.0,3,91.2430191040039
1742,4,2,4,1.8583940267562866,0.0,6,91.2430191040039
1743,3,-2,3,1.2569143772125244,-3.0,6,89.93418884277344
1743,4,-2,4,1.2568315267562866,-2.0,6,89.93418884277344
1743,1,-1,3,1.2608206272125244,-8.0,5,89.93418884277344
1744,4,-2,7,3.0996005535125732,21.0,3,105.58486938476562
1744,1,-1,7,3.1037509441375732,-6.0,6,105.58486938476562
1744,2,-1,7,3.1017978191375732,-2.0,6,105.58486938476562
1744,3,-1,7,3.1000888347625732,-13.0,5,105.58486938476562
1745,1,1,3,1.3626272678375244,-35.0,2,71.4302978515625
1745,4,2,4,1.3576616048812866,0.0,6,71.4302978515625
1746,1,-2,7,3.1474521160125732,22.0,3,135.47601318359375
1746,2,-2,7,3.1464755535125732,-2.0,6,135.47601318359375
1746,3,-2,7,3.1454989910125732,-2.0,6,135.47601318359375
1747,1,1,10,5.02879524230957,-36.0,2,27.58149528503418
1747,4,2,10,5.01585578918457,-8.0,6,27.58149528503418
1747,2,2,11,5.023341178894043,-12.0,6,27.58149528503418
1748,1,2,5,2.361240863800049,-19.0,5,32.42946243286133
1748,3,2,5,2.353428363800049,-9.0,6,32.42946243286133
1748,2,2,6,2.3570075035095215,-11.0,6,32.42946243286133
1749,4,-1,6,2.9812750816345215,-3.0,6,183.33773803710938
1749,2,-1,7,2.9826571941375732,-1.0,5,183.33773803710938
1749,3,-1,7,2.9821689128875732,-1.0,6,183.33773803710938
1750,3,-2,11,5.212306022644043,-2.0,6,184.5224151611328
1750,4,-2,11,5.212306022644043,-13.0,2,184.5224151611328
1750,1,-1,11,5.213770866394043,-3.0,5,184.5224151611328
1750,2,-1,11,5.213282585144043,-14.0,2,184.5224151611328
1751,1,1,5,2.202061176300049,-30.0,2,132.87962341308594
1751,2,2,5,2.200352191925049,-3.0,6,132.87962341308594
1751,3,2,5,2.199375629425049,-2.0,6,132.87962341308594
1751,4,2,5,2.198887348175049,-28.0,2,132.87962341308594
1752,1,0,10,4.99949836730957,-11.0,4,57.40776062011719
1752,4,0,10,4.99315071105957,4.0,5,57.40776062011719
1752,2,0,11,4.996729850769043,-9.0,6,57.40776062011719
1753,2,0,1,-0.206787109375,-50.0,6,10.47398567199707
1753,4,0,1,-0.223876953125,5.0,6,10.47398567199707
1754,2,1,6,2.4009528160095215,-1.0,5,184.72760009765625
1754,4,2,5,2.400059223175049,1.0,6,184.72760009765625
1755,1,1,8,3.764800786972046,-6.0,6,125.28282928466797
1755,2,1,8,3.763580083847046,-2.0,6,125.28282928466797
1755,3,1,8,3.762603521347046,-1.0,5,125.28282928466797
1755,4,1,8,3.762115240097046,-1.0,6,125.28282928466797
1756,1,1,11,5.099513053894043,-10.0,5,94.06144714355469
1756,2,1,11,5.097315788269043,-2.0,5,94.06144714355469
1756,3,1,11,5.095606803894043,-2.0,6,94.06144714355469
1757,1,0,4,1.7397416830062866,-10.0,6,89.6375732421875
1757,2,0,4,1.7373002767562866,-9.0,6,89.6375732421875
1757,3,0,4,1.7353471517562866,-2.0,6,89.6375732421875
1757,4,0,4,1.7348588705062866,-2.0,6,89.6375732421875
1758,1,1,5,2.031895160675049,-7.0,6,73.19883728027344
1758,3,2,5,2.026768207550049,-5.0,5,73.19883728027344
1758,4,2,5,2.025303363800049,10.0,3,73.19883728027344
1759,1,0,11,5.277735710144043,-4.0,6,150.9985809326172
1759,2,0,11,5.276515007019043,-3.0,6,150.9985809326172
1759,3,0,11,5.275538444519043,-45.0,2,150.9985809326172
1759,4,0,11,5.265284538269043,-292.0,2,150.9985809326172
1760,3,-1,5,2.058262348175049,-2.0,6,121.64739990234375
1760,4,-1,5,2.057529926300049,-2.0,6,121.64739990234375
1761,1,1,5,2.142490863800049,-2.0,6,165.68478393554688
1761,2,1,5,2.141270160675049,-4.0,6,165.68478393554688
1761,4,2,5,2.139805316925049,-23.0,2,165.68478393554688
1762,1,1,10,4.91087532043457,-8.0,6,127.87567138671875
1762,2,1,10,4.90941047668457,-24.0,2,127.87567138671875
1762,3,1,10,4.90818977355957,-2.0,5,127.87567138671875
1762,4,1,10,4.90745735168457,2.0,3,127.87567138671875
1763,1,1,7,3.0202548503875732,-6.0,5,125.02226257324219
1763,2,2,7,3.0187900066375732,-3.0,6,125.02226257324219
1763,3,2,7,3.0173251628875732,-5.0,6,125.02226257324219
1763,4,2,7,3.0168368816375732,1.0,5,125.02226257324219
1764,4,0,8,3.995757818222046,-20.0,2,133.4997100830078
1764,3,0,9,3.9964075088500977,-3.0,6,133.4997100830078
1765,2,0,11,5.060938835144043,-1.0,5,197.52626037597656
1765,3,0,11,5.060206413269043,14.0,2,197.52626037597656
1766,2,-2,7,3.3207919597625732,-4.0,6,99.70039367675781
1766,3,-2,7,3.3195712566375732,-4.0,6,99.70039367675781
1766,4,-2,7,3.3190829753875732,-3.0,6,99.70039367675781
1766,1,-1,7,3.3222568035125732,-5.0,6,99.70039367675781
1767,1,-1,10,4.60936164855957,225.0,3,182.4818878173828
1767,2,-1,10,4.57689094543457,-2.0,6,182.4818878173828
1767,3,-1,10,4.57640266418457,1.0,6,182.4818878173828
1767,4,-1,10,4.57615852355957,-2.0,6,182.4818878173828
1768,1,1,5,2.088047504425049,-73.0,6,10.8927583694458
1768,2,2,5,2.063877582550049,-61.0,3,10.8927583694458
1768,3,2,5,2.054356098175049,-11.0,6,10.8927583694458
1768,4,2,5,2.054600238800049,12.0,6,10.8927583694458
1769,1,0,12,5.813053131103516,-27.0,6,24.6231689453125
1769,2,0,12,5.804996490478516,-21.0,6,24.6231689453125
1769,3,0,12,5.799381256103516,-12.0,6,24.6231689453125
1769,4,0,12,5.797916412353516,1.0,5,24.6231689453125
1770,4,-2,7,3.4340732097625732,3.0,6,23.60944938659668
1770,1,-1,7,3.4457919597625732,-27.0,6,23.60944938659668
1771,1,0,9,4.470528602600098,-5.0,6,134.80101013183594
1771,2,0,10,4.46971321105957,-4.0,6,134.80101013183594
1771,4,0,10,4.46824836730957,-24.0,2,134.80101013183594
1772,1,1,7,3.3835361003875732,0.0,5,190.12261962890625
1772,3,1,7,3.3820712566375732,-3.0,6,190.12261962890625
1772,4,2,7,3.3815829753875732,-21.0,3,190.12261962890625
1773,1,0,2,0.6615382432937622,-70.0,3,13.782879829406738
1773,3,0,2,0.6361476182937622,-23.0,6,13.782879829406738
1773,4,0,2,0.6315089464187622,-13.0,5,13.782879829406738
1774,1,2,5,2.393223285675049,-52.0,2,43.22963333129883
1774,2,2,6,2.3885016441345215,-19.0,5,43.22963333129883
1775,3,-2,3,1.2469046115875244,-1.0,5,129.8666534423828
1775,4,-2,4,1.2465776205062866,-2.0,6,129.8666534423828
1775,1,-1,3,1.2498342990875244,-2.0,2,129.8666534423828
1775,2,-1,3,1.2481253147125244,-26.0,2,129.8666534423828
1776,2,1,10,4.54954719543457,-7.0,6,81.34152221679688
1776,3,1,10,4.54759407043457,-3.0,4,81.34152221679688
1777,1,-1,5,2.292881488800049,-5.0,6,127.12715911865234
1777,3,-1,5,2.290195941925049,1.0,4,127.12715911865234
1777,4,-1,5,2.289707660675049,-2.0,4,127.12715911865234
1778,1,1,8,3.967193365097046,-18.0,6,41.2142333984375
1778,2,1,9,3.9634485244750977,-34.0,2,41.2142333984375
1778,4,2,8,3.958404302597046,-3.0,6,41.2142333984375
1779,1,1,12,5.817691802978516,-7.0,6,92.64659881591797
1779,2,1,12,5.815494537353516,-8.0,5,92.64659881591797
1779,3,1,12,5.813541412353516,-5.0,6,92.64659881591797
1779,4,1,12,5.812808990478516,-27.0,3,92.64659881591797
1780,1,1,4,1.7216752767562866,-26.0,6,23.264196395874023
1780,2,2,4,1.7138627767562866,-19.0,6,23.264196395874023
1780,3,2,4,1.7094682455062866,-9.0,6,23.264196395874023
1780,4,2,4,1.7082475423812866,3.0,6,23.264196395874023
1781,1,0,7,3.3920810222625732,-2.0,6,181.5830841064453
1781,4,1,7,3.3898837566375732,1.0,6,181.5830841064453
1782,1,-1,8,3.723052740097046,-4.0,6,124.46451568603516
1782,2,-1,8,3.721343755722046,-3.0,6,124.46451568603516
1782,3,-1,8,3.720123052597046,-3.0,6,124.46451568603516
1783,1,1,10,4.63743782043457,-1.0,6,196.04502868652344
1783,2,1,10,4.63646125793457,-4.0,6,196.04502868652344
1783,3,1,10,4.63548469543457,0.0,6,196.04502868652344
1783,4,1,10,4.63524055480957,-3.0,5,196.04502868652344
1784,1,0,8,3.689361333847046,-4.0,6,192.40280151367188
1784,2,0,8,3.688384771347046,-3.0,6,192.40280151367188
1784,3,0,8,3.687408208847046,0.0,6,192.40280151367188
1784,4,0,8,3.687164068222046,0.0,5,192.40280151367188
1785,1,1,7,3.1120517253875732,-5.0,6,161.546875
1785,2,1,7,3.1108310222625732,-2.0,6,161.546875
1785,3,1,7,3.1098544597625732,-1.0,6,161.546875
1785,4,1,7,3.1096103191375732,2.0,5,161.546875
1786,1,1,6,2.5657477378845215,-2.0,6,197.52735900878906
1786,2,1,6,2.5650153160095215,-4.0,6,197.52735900878906
1786,3,1,6,2.5645270347595215,-4.0,6,197.52735900878906
1786,4,1,6,2.5642828941345215,-1.0,5,197.52735900878906
1787,1,2,11,5.308985710144043,-37.0,3,19.345314025878906
1787,2,2,11,5.301661491394043,-33.0,2,19.345314025878906
1787,3,2,11,5.293360710144043,-18.0,6,19.345314025878906
1788,1,0,4,1.5151323080062866,-11.0,6,61.23603057861328
1788,2,0,4,1.5119584798812866,-9.0,4,61.23603057861328
1788,3,0,4,1.5092729330062866,-6.0,6,61.23603057861328
1789,4,-1,5,2.399815082550049,-1.0,6,101.73709869384766
1789,2,-1,6,2.4024176597595215,-5.0,6,101.73709869384766
1790,1,1,6,2.6306891441345215,-17.0,6,37.91577911376953
1790,2,1,6,2.6258063316345215,-12.0,6,37.91577911376953
1790,3,1,6,2.6221442222595215,-2.0,2,37.91577911376953
1790,4,2,6,2.6201910972595215,-26.0,2,37.91577911376953
1791,1,1,7,3.1520907878875732,-5.0,6,139.99171447753906
1791,2,1,7,3.1506259441375732,-2.0,6,139.99171447753906
1791,4,1,7,3.1491611003875732,-1.0,6,139.99171447753906
1792,2,-1,1,-0.185546875,-9.0,6,73.90357971191406
1792,3,-1,1,-0.187744140625,-5.0,6,73.90357971191406
1792,4,-1,1,-0.188720703125,-2.0,6,73.90357971191406
1793,1,1,12,5.824771881103516,-11.0,6,106.44775390625
1793,2,1,12,5.827945709228516,91.0,2,106.44775390625
1793,3,1,12,5.821353912353516,-3.0,5,106.44775390625
1793,4,2,12,5.820621490478516,-6.0,3,106.44775390625
1794,4,-1,4,1.9218705892562866,72.0,6,6.36295223236084
1794,3,-1,5,1.9020123481750488,22.0,3,6.36295223236084
1795,3,2,6,2.6973395347595215,-20.0,6,11.161538124084473
1795,4,2,6,2.6927008628845215,-4.0,5,11.161538124084473
1796,3,-2,1,0.201416015625,-2.0,6,100.38793182373047
1796,4,-2,2,0.200844869017601,0.0,6,100.38793182373047
1796,1,-1,1,0.20458984375,-6.0,6,100.38793182373047
1796,2,-1,1,0.202880859375,23.0,2,100.38793182373047
1797,1,0,6,2.8035407066345215,-11.0,6,66.68749237060547
1797,2,0,6,2.8006110191345215,-11.0,5,66.68749237060547
1797,3,0,6,2.7986578941345215,-5.0,6,66.68749237060547
1797,4,0,6,2.7974371910095215,-1.0,5,66.68749237060547
1798,1,0,3,1.0764944553375244,-26.0,5,23.606399536132812
1798,2,0,3,1.0679495334625244,-21.0,4,23.606399536132812
1798,3,0,3,1.0620901584625244,-32.0,2,23.606399536132812
1798,4,0,3,1.0603811740875244,-1.0,6,23.606399536132812
1799,1,-2,9,4.430733680725098,-14.0,6,42.422088623046875
1799,3,-2,9,4.422921180725098,-7.0,5,42.422088623046875
1800,1,1,10,4.87669563293457,-56.0,5,12.42906665802002
1800,2,2,10,4.85960578918457,-50.0,3,12.42906665802002
1800,3,2,10,4.85008430480957,-25.0,6,12.42906665802002
1800,4,2,10,4.84568977355957,-9.0,6,12.42906665802002
1801,2,0,1,-0.271728515625,-3.0,4,170.6109161376953
1801,1,0,12,6.012516021728516,-6.0,6,170.6109161376953
1801,3,0,12,6.010562896728516,0.0,6,170.6109161376953
1802,2,-2,4,1.5900834798812866,73.0,6,143.46644592285156
1802,3,-2,4,1.5859330892562866,-2.0,6,143.46644592285156
1802,4,-2,4,1.5854448080062866,-5.0,4,143.46644592285156
1802,1,-1,4,1.5881303548812866,-8.0,2,143.46644592285156
1803,2,-2,3,0.9082815647125244,-2.0,6,182.7346649169922
1803,3,-2,3,0.9075491428375244,-2.0,6,182.7346649169922
1803,4,-2,3,0.9070608615875244,0.0,5,182.7346649169922
1804,1,1,9,4.131905555725098,-22.0,3,136.87120056152344
1804,2,1,9,4.130928993225098,-2.0,6,136.87120056152344
1804,3,1,9,4.129952430725098,-1.0,6,136.87120056152344
1804,4,1,9,4.129708290100098,-1.0,6,136.87120056152344
1805,3,-1,1,-0.123046875,-2.0,6,185.0805206298828
1805,4,-1,1,-0.123291015625,1.0,6,185.0805206298828
1805,1,0,1,-0.120849609375,-4.0,6,185.0805206298828
1806,1,0,10,4.74559211730957,-9.0,6,66.32835388183594
1806,2,0,10,4.74193000793457,-15.0,3,66.32835388183594
1806,3,0,10,4.73997688293457,-6.0,6,66.32835388183594
1806,4,0,10,4.73875617980957,-2.0,6,66.32835388183594
1807,3,2,11,5.462306022644043,-8.0,6,24.622337341308594
1808,1,0,10,4.66722297668457,-5.0,6,169.9604034423828
1808,2,0,10,4.66600227355957,-2.0,3,169.9604034423828
1808,3,0,10,4.66502571105957,-4.0,6,169.9604034423828
1808,4,0,10,4.66551399230957,-38.0,5,169.9604034423828
1809,3,-2,8,3.599517583847046,-4.0,5,73.3487319946289
1809,4,-2,8,3.599273443222046,2.0,6,73.3487319946289
1809,1,-1,8,3.602935552597046,-8.0,6,73.3487319946289
1809,2,-1,8,3.600982427597046,-19.0,2,73.3487319946289
1810,1,0,5,2.035068988800049,-7.0,6,105.41700744628906
1810,2,0,5,2.032871723175049,-6.0,6,105.41700744628906
1810,3,0,5,2.031162738800049,-5.0,6,105.41700744628906
1811,1,1,5,2.077793598175049,59.0,3,113.56672668457031
1811,2,2,5,2.007236957550049,-4.0,5,113.56672668457031
1811,3,2,5,2.006016254425049,-3.0,5,113.56672668457031
1811,4,2,5,2.005283832550049,-3.0,6,113.56672668457031
1812,4,1,8,3.991607427597046,-18.0,2,79.82877349853516
1812,3,1,9,3.9932336807250977,-4.0,6,79.82877349853516
1813,1,-1,9,4.069893836975098,-13.0,6,60.82670974731445
1813,2,-1,9,4.066231727600098,-6.0,6,60.82670974731445
1813,3,-1,9,4.063546180725098,-7.0,5,60.82670974731445
1813,4,-1,9,4.062325477600098,39.0,2,60.82670974731445
1814,3,-1,1,0.2236328125,-2.0,6,96.16312408447266
1814,4,-1,2,0.229409322142601,49.0,2,96.16312408447266
1814,1,0,1,0.227294921875,-7.0,6,96.16312408447266
1815,3,-2,10,4.57664680480957,-4.0,6,148.2115020751953
1815,4,-2,10,4.57615852355957,-2.0,5,148.2115020751953
1815,1,-1,10,4.57908821105957,-5.0,6,148.2115020751953
1815,2,-1,10,4.57762336730957,-2.0,6,148.2115020751953
1816,1,0,5,2.162510395050049,-6.0,6,119.6894760131836
1816,2,0,5,2.161045551300049,-3.0,6,119.6894760131836
1816,3,0,5,2.159824848175049,-2.0,6,119.6894760131836
1816,4,0,5,2.159336566925049,-2.0,6,119.6894760131836
1817,1,0,3,1.1956350803375244,-11.0,5,66.56080627441406
1817,2,0,3,1.1924612522125244,-6.0,6,66.56080627441406
1817,3,0,3,1.1902639865875244,-5.0,5,66.56080627441406
1817,4,0,3,1.1892874240875244,-21.0,2,66.56080627441406
1817,4,0,4,1.1889604330062866,-3.0,6,66.56080627441406
1818,1,-2,3,1.1770803928375244,10.0,3,50.62582778930664
1818,2,-2,3,1.1741507053375244,-9.0,6,50.62582778930664
1818,3,-2,3,1.1717092990875244,13.0,2,50.62582778930664
1819,2,2,7,3.1892001628875732,-10.0,6,42.2564697265625
1819,3,2,7,3.1865146160125732,-3.0,5,42.2564697265625
1820,2,-2,12,5.575992584228516,92.0,5,121.50862121582031
1820,3,-2,12,5.559635162353516,1.0,2,121.50862121582031
1821,4,-1,4,1.9345659017562866,-8.0,6,14.684386253356934
1821,1,-1,5,1.9642682075500488,-51.0,6,14.684386253356934
1821,2,-1,5,1.9515728950500488,-3.0,2,14.684386253356934
1821,3,-1,5,1.9398541450500488,-17.0,5,14.684386253356934
1822,1,0,2,0.7013331651687622,-4.0,6,168.98406982421875
